시간,내부온도관측치,내부습도관측치,CO2관측치,EC관측치,외부온도추정관측치,외부습도추정관측치,펌프상태,펌프작동남은시간,펌프최근분무량,펌프일간누적분무량,냉방상태,냉방작동남은시간,난방상태,난방작동남은시간,내부유동팬상태,내부유동팬작동남은시간,외부환기팬상태,외부환기팬작동남은시간,화이트 LED상태,화이트 LED작동남은시간,화이트 LED동작강도,레드 LED상태,레드 LED작동남은시간,레드 LED동작강도,블루 LED상태,블루 LED작동남은시간,블루 LED동작강도,카메라상태,냉방온도,난방온도,기준온도,난방부하,냉방부하,총추정광량,백색광추정광량,적색광추정광량,청색광추정광량
2022-04-26 00:00:00,23.29999924,67.0,695.0,3.482129574,24.47999992,45.0199997,0.0,0.0,769.0,769.0,201.0,3598.0,0.0,0.0,0.0,0.0,0.0,0.0,201.0,23.0,0.0,201.0,25.0,0.0,201.0,27.0,0.0,0.0,21.0,20.0,20.5,0.0,16.49999619,0.0,0.0,0.0,0.0
2022-04-26 00:01:00,23.29999924,67.09999847,697.0,3.483132839,24.47999992,45.03999939,201.0,119.0,769.0,769.0,201.0,3598.0,0.0,0.0,0.0,0.0,0.0,0.0,201.0,144.0,0.0,201.0,146.0,0.0,201.0,148.0,0.0,0.0,21.0,20.0,20.5,0.0,16.49999619,0.0,0.0,0.0,0.0
2022-04-26 00:02:00,23.29999924,67.19999695,700.0,3.484135628,24.39999962,45.21999893,0.0,0.0,769.0,769.0,201.0,3598.0,0.0,0.0,0.0,0.0,0.0,0.0,201.0,83.0,0.0,201.0,85.0,0.0,201.0,87.0,0.0,0.0,21.0,20.0,20.5,0.0,16.49999619,0.0,0.0,0.0,0.0
2022-04-26 00:03:00,23.29999924,67.09999847,701.0,3.486141682,24.43999977,45.34000015,0.0,0.0,769.0,769.0,201.0,3598.0,0.0,0.0,0.0,0.0,0.0,0.0,201.0,195.0,0.0,201.0,197.0,0.0,201.0,199.0,0.0,0.0,21.0,20.0,20.5,0.0,16.49999619,0.0,0.0,0.0,0.0
2022-04-26 00:04:00,23.29999924,67.19999695,697.0,3.48714447,24.43999977,45.45000038,0.0,0.0,769.0,769.0,201.0,3539.0,0.0,0.0,0.0,0.0,0.0,0.0,201.0,144.0,0.0,201.0,146.0,0.0,201.0,148.0,0.0,0.0,21.0,20.0,20.5,0.0,16.49999619,0.0,0.0,0.0,0.0
2022-04-26 00:05:00,23.29999924,67.19999695,693.0,3.486141682,24.39999962,45.03783912,0.0,0.0,769.0,769.0,201.0,3540.0,0.0,0.0,0.0,0.0,0.0,0.0,201.0,83.0,0.0,201.0,85.0,0.0,201.0,87.0,0.0,0.0,21.0,20.0,20.5,0.0,16.49999619,0.0,0.0,0.0,0.0
2022-04-26 00:06:00,23.29999924,67.19999695,690.0,3.486141682,24.39999962,45.28720931,0.0,0.0,769.0,769.0,201.0,3541.0,0.0,0.0,0.0,0.0,0.0,0.0,201.0,23.0,0.0,201.0,25.0,0.0,201.0,27.0,0.0,0.0,21.0,20.0,20.5,0.0,16.49999619,0.0,0.0,0.0,0.0
2022-04-26 00:07:00,23.29999924,67.19999695,694.0,3.486141682,24.37999954,45.47906884,0.0,0.0,769.0,769.0,201.0,3541.0,0.0,0.0,0.0,0.0,0.0,0.0,201.0,143.0,0.0,201.0,145.0,0.0,201.0,147.0,0.0,0.0,21.0,20.0,20.5,0.0,16.49999619,0.0,0.0,0.0,0.0
2022-04-26 00:08:00,23.29999924,67.19999695,692.0,3.48714447,24.39999962,45.57702606,0.0,0.0,769.0,769.0,201.0,3599.0,0.0,0.0,0.0,0.0,0.0,0.0,201.0,74.0,0.0,201.0,76.0,0.0,201.0,78.0,0.0,0.0,21.0,20.0,20.5,0.0,16.49999619,0.0,0.0,0.0,0.0
2022-04-26 00:09:00,23.29999924,67.19999695,696.0,3.486141682,24.45999985,45.51999893,0.0,0.0,769.0,769.0,201.0,3553.0,0.0,0.0,0.0,0.0,0.0,0.0,201.0,28.0,0.0,201.0,30.0,0.0,201.0,32.0,0.0,0.0,21.0,20.0,20.5,0.0,16.49999619,0.0,0.0,0.0,0.0
2022-04-26 00:10:00,23.20000076,67.30000305,696.0,3.48714447,24.5,45.4,0.0,0.0,769.0,769.0,201.0,3554.0,0.0,0.0,0.0,0.0,0.0,0.0,201.0,147.0,0.0,201.0,151.0,0.0,201.0,153.0,0.0,0.0,21.0,20.0,20.5,0.0,16.49999619,0.0,0.0,0.0,0.0
2022-04-26 00:11:00,23.29999924,67.30000305,696.0,3.48714447,24.58000031,45.49999924,0.0,0.0,769.0,769.0,201.0,3550.0,0.0,0.0,0.0,0.0,0.0,0.0,201.0,89.0,0.0,201.0,93.0,0.0,201.0,95.0,0.0,0.0,21.0,20.0,20.5,0.0,16.49999619,0.0,0.0,0.0,0.0
2022-04-26 00:12:00,23.29999924,67.30000305,693.0,3.48714447,24.62000046,45.89999847,0.0,0.0,769.0,769.0,201.0,3565.0,0.0,0.0,0.0,0.0,0.0,0.0,201.0,43.0,0.0,201.0,47.0,0.0,201.0,49.0,0.0,0.0,21.0,20.0,20.5,0.0,16.00000381,0.0,0.0,0.0,0.0
2022-04-26 00:13:00,23.29999924,67.30000305,688.0,3.488147497,24.68000069,46.04999809,0.0,0.0,769.0,769.0,201.0,3552.0,0.0,0.0,0.0,0.0,0.0,0.0,201.0,147.0,0.0,201.0,149.0,0.0,201.0,151.0,0.0,0.0,21.0,20.0,20.5,0.0,16.49999619,0.0,0.0,0.0,0.0
2022-04-26 00:14:00,23.29999924,67.30000305,684.0,3.488147497,24.66000061,46.19999771,0.0,0.0,769.0,769.0,201.0,3547.0,0.0,0.0,0.0,0.0,0.0,0.0,201.0,84.0,0.0,201.0,86.0,0.0,201.0,88.0,0.0,0.0,21.0,20.0,20.5,0.0,16.49999619,0.0,0.0,0.0,0.0
2022-04-26 00:15:00,23.29999924,67.30000305,691.0,3.488147497,24.62000046,45.57358378,0.0,0.0,769.0,769.0,201.0,3547.0,0.0,0.0,0.0,0.0,0.0,0.0,201.0,23.0,0.0,201.0,25.0,0.0,201.0,27.0,0.0,0.0,21.0,20.0,20.5,0.0,16.49999619,0.0,0.0,0.0,0.0
2022-04-26 00:16:00,23.29999924,67.30000305,691.0,3.489150524,24.60000038,45.17761145,0.0,0.0,769.0,769.0,201.0,3547.0,0.0,0.0,0.0,0.0,0.0,0.0,201.0,142.0,0.0,201.0,144.0,0.0,201.0,146.0,0.0,0.0,21.0,20.0,20.5,0.0,16.49999619,0.0,0.0,0.0,0.0
2022-04-26 00:17:00,23.29999924,67.30000305,690.0,3.489150524,24.45999985,45.3656713,0.0,0.0,769.0,769.0,201.0,3554.0,0.0,0.0,0.0,0.0,0.0,0.0,201.0,89.0,0.0,201.0,91.0,0.0,201.0,93.0,0.0,0.0,21.0,20.0,20.5,0.0,16.49999619,0.0,0.0,0.0,0.0
2022-04-26 00:18:00,23.29999924,67.40000153,690.0,3.489150524,24.39999962,45.33396221,0.0,0.0,769.0,769.0,201.0,3539.0,0.0,0.0,0.0,0.0,0.0,0.0,201.0,195.0,0.0,201.0,197.0,0.0,201.0,199.0,0.0,0.0,21.0,20.0,20.5,0.0,16.49999619,0.0,0.0,0.0,0.0
2022-04-26 00:19:00,23.29999924,67.40000153,685.0,3.489150524,24.35999947,45.42000046,0.0,0.0,769.0,769.0,201.0,3550.0,0.0,0.0,0.0,0.0,0.0,0.0,201.0,144.0,0.0,201.0,146.0,0.0,201.0,148.0,0.0,0.0,21.0,20.0,20.5,0.0,16.49999619,0.0,0.0,0.0,0.0
2022-04-26 00:20:00,23.29999924,67.40000153,690.0,3.490153551,24.29999924,45.45000076,0.0,0.0,769.0,769.0,201.0,3550.0,0.0,0.0,0.0,0.0,0.0,0.0,201.0,83.0,0.0,201.0,85.0,0.0,201.0,87.0,0.0,0.0,21.0,20.0,20.5,0.0,16.49999619,0.0,0.0,0.0,0.0
2022-04-26 00:21:00,23.29999924,67.40000153,688.0,3.489150524,24.29999924,45.42162302,0.0,0.0,769.0,769.0,201.0,3549.0,0.0,0.0,0.0,0.0,0.0,0.0,201.0,21.0,0.0,201.0,23.0,0.0,201.0,24.0,0.0,0.0,21.0,20.0,20.5,0.0,16.49999619,0.0,0.0,0.0,0.0
2022-04-26 00:22:00,23.29999924,67.40000153,683.0,3.490153551,24.33999939,45.4244186,0.0,0.0,769.0,769.0,201.0,3560.0,0.0,0.0,0.0,0.0,0.0,0.0,201.0,153.0,0.0,201.0,155.0,0.0,201.0,157.0,0.0,0.0,21.0,20.0,20.5,0.0,16.49999619,0.0,0.0,0.0,0.0
2022-04-26 00:23:00,23.29999924,67.40000153,686.0,3.490153551,24.31999931,45.39534884,0.0,0.0,769.0,769.0,201.0,3561.0,0.0,0.0,0.0,0.0,0.0,0.0,201.0,93.0,0.0,201.0,95.0,0.0,201.0,97.0,0.0,0.0,21.0,20.0,20.5,0.0,16.49999619,0.0,0.0,0.0,0.0
2022-04-26 00:24:00,23.20000076,67.40000153,690.0,3.491156578,24.31999931,45.72456065,0.0,0.0,769.0,769.0,201.0,3561.0,0.0,0.0,0.0,0.0,0.0,0.0,201.0,33.0,0.0,201.0,35.0,0.0,201.0,37.0,0.0,0.0,21.0,20.0,20.5,0.0,16.49999619,0.0,0.0,0.0,0.0
2022-04-26 00:25:00,23.29999924,67.40000153,682.0,3.490153551,24.35999947,45.64210544,0.0,0.0,769.0,769.0,201.0,3562.0,0.0,0.0,0.0,0.0,0.0,0.0,201.0,153.0,0.0,201.0,155.0,0.0,201.0,157.0,0.0,0.0,21.0,20.0,20.5,0.0,16.00000381,0.0,0.0,0.0,0.0
2022-04-26 00:26:00,23.20000076,67.40000153,680.0,3.492159367,24.31999931,45.65814014,0.0,0.0,769.0,769.0,201.0,3563.0,0.0,0.0,0.0,0.0,0.0,0.0,201.0,93.0,0.0,201.0,95.0,0.0,201.0,97.0,0.0,0.0,21.0,20.0,20.5,0.0,16.49999619,0.0,0.0,0.0,0.0
