시간,내부온도관측치,내부습도관측치,CO2관측치,EC관측치,외부온도추정관측치,외부습도추정관측치,펌프상태,펌프작동남은시간,최근분무량,일간누적분무량,냉방상태,냉방작동남은시간,난방상태,난방작동남은시간,내부유동팬상태,내부유동팬작동남은시간,외부환기팬상태,외부환기팬작동남은시간,화이트 LED상태,화이트 LED작동남은시간,화이트 LED동작강도,레드 LED상태,레드 LED작동남은시간,레드 LED동작강도,블루 LED상태,블루 LED작동남은시간,블루 LED동작강도,카메라상태,냉방온도,난방온도,기준온도,난방부하,냉방부하,총추정광량,백색광추정광량,적색광추정광량,청색광추정광량
2022-03-22 00:00:00,19.29999924,47.09999847,607.0,1.75312984,20.83999939,20.45999985,0.0,0.0,0.0,0.0,201.0,3599.0,0.0,0.0,0.0,0.0,0.0,0.0,201.0,167.0,0.0,201.0,169.0,0.0,201.0,171.0,0.0,0.0,16.0,15.0,15.5,0.0,21.49999619,0.0,0.0,0.0,0.0
2022-03-22 00:01:00,19.29999924,47.09999847,607.0,1.75312984,20.79999924,20.47999992,1.0,116.0,0.0,0.0,1.0,3553.0,0.0,0.0,0.0,0.0,0.0,0.0,201.0,117.0,0.0,201.0,119.0,0.0,201.0,121.0,0.0,0.0,16.0,15.0,15.5,0.0,21.49999619,0.0,0.0,0.0,0.0
2022-03-22 00:02:00,19.39999962,47.11999817,606.0,1.749970675,20.77999916,20.5,201.0,55.0,357.48,357.48,201.0,3548.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,77.0,0.0,1.0,79.0,0.0,201.0,63.0,0.0,0.0,16.0,15.0,15.5,0.0,21.49999619,0.0,0.0,0.0,0.0
2022-03-22 00:03:00,19.39999962,47.13999786,606.0,1.745758533,20.72000008,20.58000031,0.0,0.0,357.48,357.48,201.0,3556.0,0.0,0.0,0.0,0.0,0.0,0.0,201.0,186.0,0.0,201.0,188.0,0.0,201.0,191.0,0.0,0.0,16.0,15.0,15.5,0.0,21.49999619,0.0,0.0,0.0,0.0
2022-03-22 00:04:00,19.39999962,47.15999756,606.0,1.745758533,20.70000076,20.60000038,0.0,0.0,357.48,357.48,201.0,3555.0,0.0,0.0,0.0,0.0,0.0,0.0,201.0,124.0,0.0,201.0,126.0,0.0,201.0,129.0,0.0,0.0,16.0,15.0,15.5,0.0,21.99999809,0.0,0.0,0.0,0.0
2022-03-22 00:05:00,19.39999962,47.17999725,606.0,1.746811748,20.68000107,20.62000046,0.0,0.0,357.48,357.48,201.0,3599.0,0.0,0.0,0.0,0.0,0.0,0.0,201.0,48.0,0.0,201.0,50.0,0.0,201.0,52.0,0.0,0.0,16.0,15.0,15.5,0.0,21.99999809,0.0,0.0,0.0,0.0
2022-03-22 00:06:00,19.39999962,47.19999695,605.0,1.747864723,20.68000107,20.62000046,0.0,0.0,357.48,357.48,201.0,3548.0,0.0,0.0,0.0,0.0,0.0,0.0,201.0,177.0,0.0,201.0,179.0,0.0,201.0,182.0,0.0,0.0,16.0,15.0,15.5,0.0,21.99999809,0.0,0.0,0.0,0.0
2022-03-22 00:07:00,19.39999962,47.90000153,607.0,1.748917699,20.75999985,20.66000061,0.0,0.0,357.48,357.48,201.0,3559.0,0.0,0.0,0.0,0.0,0.0,0.0,201.0,127.0,0.0,201.0,129.0,0.0,201.0,132.0,0.0,0.0,16.0,15.0,15.5,0.0,21.99999809,0.0,0.0,0.0,0.0
2022-03-22 00:08:00,19.39999962,47.90000153,607.0,1.748917699,20.74000015,20.70000076,0.0,0.0,357.48,357.48,201.0,3546.0,0.0,0.0,0.0,0.0,0.0,0.0,201.0,52.0,0.0,201.0,54.0,0.0,201.0,57.0,0.0,0.0,16.0,15.0,15.5,0.0,21.99999809,0.0,0.0,0.0,0.0
2022-03-22 00:09:00,19.39999962,47.90000153,607.0,1.748917699,20.77999954,20.72000084,0.0,0.0,357.48,357.48,201.0,3558.0,0.0,0.0,0.0,0.0,0.0,0.0,201.0,185.0,0.0,201.0,187.0,0.0,201.0,189.0,0.0,0.0,16.0,15.0,15.5,0.0,21.99999809,0.0,0.0,0.0,0.0
2022-03-22 00:10:00,19.39999962,47.90000153,609.0,1.748917699,20.79999924,20.72000084,0.0,0.0,357.48,357.48,201.0,3558.0,0.0,0.0,0.0,0.0,0.0,0.0,201.0,125.0,0.0,201.0,127.0,0.0,201.0,129.0,0.0,0.0,16.0,15.0,15.5,0.0,21.99999809,0.0,0.0,0.0,0.0
2022-03-22 00:11:00,19.39999962,47.90000153,608.0,1.75102365,20.79999924,20.70000076,0.0,0.0,357.48,357.48,201.0,3553.0,0.0,0.0,0.0,0.0,0.0,0.0,201.0,58.0,0.0,201.0,60.0,0.0,201.0,62.0,0.0,0.0,16.0,15.0,15.5,0.0,21.99999809,0.0,0.0,0.0,0.0
2022-03-22 00:12:00,19.39999962,47.90000153,608.0,1.749970675,20.81999893,20.70000076,0.0,0.0,357.48,357.48,201.0,3563.0,0.0,0.0,0.0,0.0,0.0,0.0,201.0,188.0,0.0,201.0,190.0,0.0,201.0,192.0,0.0,0.0,16.0,15.0,15.5,0.0,21.99999809,0.0,0.0,0.0,0.0
2022-03-22 00:13:00,19.39999962,47.90000153,604.0,1.749970675,20.79999924,20.70000076,0.0,0.0,357.48,357.48,201.0,3565.0,0.0,0.0,0.0,0.0,0.0,0.0,201.0,129.0,0.0,201.0,131.0,0.0,201.0,133.0,0.0,0.0,16.0,15.0,15.5,0.0,21.99999809,0.0,0.0,0.0,0.0
2022-03-22 00:14:00,19.39999962,47.90000153,607.0,1.75102365,20.79999924,20.70000076,0.0,0.0,357.48,357.48,201.0,3560.0,0.0,0.0,0.0,0.0,0.0,0.0,201.0,63.0,0.0,201.0,65.0,0.0,201.0,67.0,0.0,0.0,16.0,15.0,15.5,0.0,21.99999809,0.0,0.0,0.0,0.0
2022-03-22 00:15:00,19.39999962,47.90000153,608.0,1.752076864,20.74000015,20.70000076,0.0,0.0,357.48,357.48,201.0,3564.0,0.0,0.0,0.0,0.0,0.0,0.0,201.0,187.0,0.0,201.0,189.0,0.0,201.0,191.0,0.0,0.0,16.0,15.0,15.5,0.0,21.99999809,0.0,0.0,0.0,0.0
2022-03-22 00:16:00,19.39999962,47.90000153,611.0,1.748917699,20.64000053,20.70000076,0.0,0.0,357.48,357.48,201.0,3556.0,0.0,0.0,0.0,0.0,0.0,0.0,201.0,118.0,0.0,201.0,120.0,0.0,201.0,122.0,0.0,0.0,16.0,15.0,15.5,0.0,21.99999809,0.0,0.0,0.0,0.0
2022-03-22 00:17:00,19.39999962,47.90000153,609.0,1.75102365,20.58000069,20.75999985,0.0,0.0,357.48,357.48,201.0,3567.0,0.0,0.0,0.0,0.0,0.0,0.0,201.0,68.0,0.0,201.0,69.0,0.0,201.0,71.0,0.0,0.0,16.0,15.0,15.5,0.0,21.99999809,0.0,0.0,0.0,0.0
2022-03-22 00:18:00,19.29999924,47.90000153,605.0,1.747864723,20.62000084,20.79999924,0.0,0.0,357.48,357.48,201.0,3568.0,0.0,0.0,0.0,0.0,0.0,0.0,201.0,189.0,0.0,201.0,191.0,0.0,201.0,193.0,0.0,0.0,16.0,15.0,15.5,0.0,21.99999809,0.0,0.0,0.0,0.0
2022-03-22 00:19:00,19.29999924,47.90000153,605.0,1.75102365,20.68000069,20.87999916,0.0,0.0,357.48,357.48,201.0,3561.0,0.0,0.0,0.0,0.0,0.0,0.0,201.0,119.0,0.0,201.0,121.0,0.0,201.0,123.0,0.0,0.0,16.0,15.0,15.5,0.0,21.99999809,0.0,0.0,0.0,0.0
2022-03-22 00:20:00,19.39999962,47.90000153,606.0,1.752076864,20.66000061,20.91999931,0.0,0.0,357.48,357.48,201.0,3566.0,0.0,0.0,0.0,0.0,0.0,0.0,201.0,65.0,0.0,201.0,67.0,0.0,201.0,69.0,0.0,0.0,16.0,15.0,15.5,0.0,21.49999619,0.0,0.0,0.0,0.0
2022-03-22 00:21:00,19.29999924,47.90000153,610.0,1.748917699,20.62000046,20.91999969,0.0,0.0,357.48,357.48,201.0,3560.0,0.0,0.0,0.0,0.0,0.0,0.0,201.0,179.0,0.0,201.0,182.0,0.0,201.0,184.0,0.0,0.0,16.0,15.0,15.5,0.0,21.49999619,0.0,0.0,0.0,0.0
2022-03-22 00:22:00,19.29999924,47.90000153,607.0,1.752076864,20.58000031,20.91999969,0.0,0.0,357.48,357.48,201.0,3575.0,0.0,0.0,0.0,0.0,0.0,0.0,201.0,133.0,0.0,201.0,136.0,0.0,201.0,138.0,0.0,0.0,16.0,15.0,15.5,0.0,21.99999809,0.0,0.0,0.0,0.0
2022-03-22 00:23:00,19.29999924,47.90000153,608.0,1.752076864,20.58000031,20.89999962,0.0,0.0,357.48,357.48,201.0,3568.0,0.0,0.0,0.0,0.0,0.0,0.0,201.0,65.0,0.0,201.0,68.0,0.0,201.0,70.0,0.0,0.0,16.0,15.0,15.5,0.0,21.49999619,0.0,0.0,0.0,0.0
2022-03-22 00:24:00,19.29999924,47.90000153,611.0,1.752076864,20.60000038,20.95999985,0.0,0.0,357.48,357.48,201.0,3574.0,0.0,0.0,0.0,0.0,0.0,0.0,201.0,195.0,0.0,201.0,197.0,0.0,201.0,199.0,0.0,0.0,16.0,15.0,15.5,0.0,21.49999619,0.0,0.0,0.0,0.0
2022-03-22 00:25:00,19.29999924,47.90000153,607.0,1.75102365,20.60000038,21.0,0.0,0.0,357.48,357.48,201.0,3578.0,0.0,0.0,0.0,0.0,0.0,0.0,201.0,133.0,0.0,201.0,135.0,0.0,201.0,136.0,0.0,0.0,16.0,15.0,15.5,0.0,21.49999619,0.0,0.0,0.0,0.0
2022-03-22 00:26:00,19.29999924,47.90000153,611.0,1.752076864,20.60000038,21.02000008,0.0,0.0,357.48,357.48,201.0,3576.0,0.0,0.0,0.0,0.0,0.0,0.0,201.0,72.0,0.0,201.0,74.0,0.0,201.0,76.0,0.0,0.0,16.0,15.0,15.5,0.0,21.49999619,0.0,0.0,0.0,0.0
2022-03-22 00:27:00,19.29999924,48.0,606.0,1.752076864,20.60000038,21.02000008,0.0,0.0,357.48,357.48,201.0,3571.0,0.0,0.0,0.0,0.0,0.0,0.0,201.0,195.0,0.0,201.0,197.0,0.0,201.0,199.0,0.0,0.0,16.0,15.0,15.5,0.0,21.49999619,0.0,0.0,0.0,0.0
2022-03-22 00:28:00,19.29999924,47.90000153,606.0,1.75102365,20.60000038,21.0,0.0,0.0,357.48,357.48,201.0,3581.0,0.0,0.0,0.0,0.0,0.0,0.0,201.0,136.0,0.0,201.0,138.0,0.0,201.0,140.0,0.0,0.0,16.0,15.0,15.5,0.0,21.49999619,0.0,0.0,0.0,0.0
