시간,내부온도관측치,내부습도관측치,CO2관측치,EC관측치,외부온도관측치,외부습도관측치,펌프상태,펌프작동남은시간,최근분무량,일간누적분무량,냉방상태,냉방작동남은시간,난방상태,난방작동남은시간,내부유동팬상태,내부유동팬작동남은시간,외부환기팬상태,외부환기팬작동남은시간,화이트 LED상태,화이트 LED작동남은시간,화이트 LED동작강도,레드 LED상태,레드 LED작동남은시간,레드 LED동작강도,블루 LED상태,블루 LED작동남은시간,블루 LED동작강도,카메라상태,냉방온도,난방온도,기준온도,난방부하,냉방부하,총추정광량,백색광추정광량,적색광추정광량,청색광추정광량
2021-06-04 00:00:00,30.8999996185302,58.4000015258789,507.0,0.650992453098297,32.599998474121,39.4000015258789,0.0,0.0,0.0,0.0,201.0,78.0,0.0,0,0,0,0.0,0.0,201.0,49.0,0.0,201.0,51.0,0.0,201.0,104.0,0.0,0,21.0,20.0,20.5,0.0,54.4999980926513,0.0,0.0,0.0,0.0
2021-06-04 00:01:00,30.8999996185302,58.4000015258789,508.0,0.65188056230545,32.2999992370605,39.5,0.0,0.0,0.0,0.0,201.0,198.0,0.0,0,0,0,0.0,0.0,201.0,169.0,0.0,201.0,172.0,0.0,201.0,44.0,0.0,0,21.0,20.0,20.5,0.0,54.4999980926513,0.0,0.0,0.0,0.0
2021-06-04 00:02:00,30.8999996185302,58.4000015258789,510.0,0.653656780719757,32.099998474121,39.7000007629394,0.0,0.0,0.0,0.0,201.0,137.0,0.0,0,0,0,0.0,0.0,201.0,138.0,0.0,201.0,141.0,0.0,201.0,162.0,0.0,0,21.0,20.0,20.5,0.0,54.4999980926513,0.0,0.0,0.0,0.0
2021-06-04 00:03:00,30.8999996185302,58.5,515.0,0.65188056230545,32.0,39.9000015258789,0.0,0.0,0.0,0.0,201.0,76.0,0.0,0,0,0,0.0,0.0,201.0,107.0,0.0,201.0,110.0,0.0,201.0,101.0,0.0,0,21.0,20.0,20.5,0.0,54.4999980926513,0.0,0.0,0.0,0.0
2021-06-04 00:04:00,30.8999996185302,58.5,512.0,0.653656780719757,31.8999996185302,40.0,0.0,0.0,0.0,0.0,201.0,196.0,0.0,0,0,0,0.0,0.0,201.0,45.0,0.0,201.0,48.0,0.0,201.0,39.0,0.0,0,21.0,20.0,20.5,0.0,54.4999980926513,0.0,0.0,0.0,0.0
2021-06-04 00:05:00,30.8999996185302,58.5,510.0,0.654544949531555,32.2999992370605,40.2999992370605,0.0,0.0,0.0,0.0,201.0,134.0,0.0,0,0,0,0.0,0.0,201.0,165.0,0.0,201.0,167.0,0.0,201.0,158.0,0.0,0,21.0,20.0,20.5,0.0,54.4999980926513,0.0,0.0,0.0,0.0
2021-06-04 00:06:00,30.8999996185302,58.5,513.0,0.653656780719757,32.2999992370605,40.099998474121,0.0,0.0,0.0,0.0,201.0,74.0,0.0,0,0,0,0.0,0.0,201.0,103.0,0.0,201.0,105.0,0.0,201.0,97.0,0.0,0,21.0,20.0,20.5,0.0,54.4999980926513,0.0,0.0,0.0,0.0
2021-06-04 00:07:00,30.7999992370605,58.5,513.0,0.653656780719757,32.2999992370605,40.0,0.0,0.0,0.0,0.0,201.0,194.0,0.0,0,0,0,0.0,0.0,201.0,42.0,0.0,201.0,44.0,0.0,201.0,35.0,0.0,0,21.0,20.0,20.5,0.0,53.9999961853027,0.0,0.0,0.0,0.0
2021-06-04 00:08:00,30.7999992370605,58.599998474121,513.0,0.652768671512603,32.4000015258789,39.9000015258789,0.0,0.0,0.0,0.0,201.0,132.0,0.0,0,0,0,0.0,0.0,201.0,163.0,0.0,201.0,165.0,0.0,201.0,155.0,0.0,0,21.0,20.0,20.5,0.0,53.9999961853027,0.0,0.0,0.0,0.0
2021-06-04 00:09:00,30.8999996185302,58.599998474121,512.0,0.65188056230545,32.9000015258789,39.7999992370605,0.0,0.0,0.0,0.0,201.0,70.0,0.0,0,0,0,0.0,0.0,201.0,101.0,0.0,201.0,103.0,0.0,201.0,94.0,0.0,0,21.0,20.0,20.5,0.0,54.4999980926513,0.0,0.0,0.0,0.0
2021-06-04 00:10:00,30.8999996185302,58.5,507.0,0.652768671512603,32.599998474121,39.599998474121,0.0,0.0,0.0,0.0,201.0,189.0,0.0,0,0,0,0.0,0.0,201.0,39.0,0.0,201.0,41.0,0.0,201.0,32.0,0.0,0,21.0,20.0,20.5,0.0,54.4999980926513,0.0,0.0,0.0,0.0
2021-06-04 00:11:00,30.7999992370605,58.599998474121,512.0,0.654544949531555,32.9000015258789,39.599998474121,0.0,0.0,0.0,0.0,201.0,127.0,0.0,0,0,0,0.0,0.0,201.0,159.0,0.0,201.0,161.0,0.0,201.0,153.0,0.0,0,21.0,20.0,20.5,0.0,53.9999961853027,0.0,0.0,0.0,0.0
2021-06-04 00:12:00,30.8999996185302,58.599998474121,510.0,0.652768671512603,32.599998474121,39.4000015258789,0.0,0.0,0.0,0.0,201.0,67.0,0.0,0,0,0,0.0,0.0,201.0,99.0,0.0,201.0,101.0,0.0,201.0,91.0,0.0,0,21.0,20.0,20.5,0.0,54.4999980926513,0.0,0.0,0.0,0.0
2021-06-04 00:13:00,30.8999996185302,58.599998474121,516.0,0.652768671512603,32.599998474121,39.4000015258789,0.0,0.0,0.0,0.0,201.0,188.0,0.0,0,0,0,0.0,0.0,201.0,37.0,0.0,201.0,39.0,0.0,201.0,29.0,0.0,0,21.0,20.0,20.5,0.0,54.4999980926513,0.0,0.0,0.0,0.0
2021-06-04 00:14:00,30.7999992370605,58.599998474121,513.0,0.655433058738708,32.599998474121,39.2000007629394,0.0,0.0,0.0,0.0,201.0,126.0,0.0,0,0,0,0.0,0.0,201.0,157.0,0.0,201.0,159.0,0.0,201.0,150.0,0.0,0,21.0,20.0,20.5,0.0,53.9999961853027,0.0,0.0,0.0,0.0
2021-06-04 00:15:00,30.8999996185302,58.5,514.0,0.655433058738708,32.599998474121,39.099998474121,0.0,0.0,0.0,0.0,201.0,65.0,0.0,0,0,0,0.0,0.0,201.0,97.0,0.0,201.0,99.0,0.0,201.0,89.0,0.0,0,21.0,20.0,20.5,0.0,54.4999980926513,0.0,0.0,0.0,0.0
2021-06-04 00:16:00,30.7999992370605,58.5,510.0,0.652768671512603,32.599998474121,39.0,0.0,0.0,0.0,0.0,201.0,184.0,0.0,0,0,0,0.0,0.0,201.0,35.0,0.0,201.0,37.0,0.0,201.0,27.0,0.0,0,21.0,20.0,20.5,0.0,53.9999961853027,0.0,0.0,0.0,0.0
2021-06-04 00:17:00,30.7999992370605,58.5,512.0,0.652768671512603,33.2999992370605,39.2000007629394,0.0,0.0,0.0,0.0,201.0,153.0,0.0,0,0,0,0.0,0.0,201.0,155.0,0.0,201.0,158.0,0.0,201.0,146.0,0.0,0,21.0,20.0,20.5,0.0,53.9999961853027,0.0,0.0,0.0,0.0
2021-06-04 00:18:00,30.7999992370605,58.5,510.0,0.655433058738708,33.7999992370605,39.0,0.0,0.0,0.0,0.0,201.0,122.0,0.0,0,0,0,0.0,0.0,201.0,93.0,0.0,201.0,96.0,0.0,201.0,85.0,0.0,0,21.0,20.0,20.5,0.0,53.9999961853027,0.0,0.0,0.0,0.0
2021-06-04 00:19:00,30.7999992370605,58.4000015258789,509.0,0.654544949531555,33.9000015258789,38.7000007629394,0.0,0.0,0.0,0.0,201.0,60.0,0.0,0,0,0,0.0,0.0,201.0,31.0,0.0,201.0,34.0,0.0,201.0,198.0,0.0,0,21.0,20.0,20.5,0.0,53.9999961853027,0.0,0.0,0.0,0.0
2021-06-04 00:20:00,30.7999992370605,58.4000015258789,509.0,0.654544949531555,33.9000015258789,38.5,0.0,0.0,0.0,0.0,201.0,184.0,0.0,0,0,0,0.0,0.0,201.0,153.0,0.0,201.0,155.0,0.0,201.0,129.0,0.0,0,21.0,20.0,20.5,0.0,53.9999961853027,0.0,0.0,0.0,0.0
2021-06-04 00:21:00,30.7999992370605,58.4000015258789,511.0,0.655433058738708,34.099998474121,38.2999992370605,0.0,0.0,0.0,0.0,201.0,123.0,0.0,0,0,0,0.0,0.0,201.0,88.0,0.0,201.0,90.0,0.0,201.0,67.0,0.0,0,21.0,20.0,20.5,0.0,53.9999961853027,0.0,0.0,0.0,0.0
