시간,내부온도관측치,내부습도관측치,CO2관측치,EC관측치,외부온도추정관측치,외부습도추정관측치,펌프상태,펌프작동남은시간,펌프최근분무량,펌프일간누적분무량,냉방상태,냉방작동남은시간,난방상태,난방작동남은시간,내부유동팬상태,내부유동팬작동남은시간,외부환기팬상태,외부환기팬작동남은시간,화이트 LED상태,화이트 LED작동남은시간,화이트 LED동작강도,레드 LED상태,레드 LED작동남은시간,레드 LED동작강도,블루 LED상태,블루 LED작동남은시간,블루 LED동작강도,카메라상태,냉방온도,난방온도,기준온도,난방부하,냉방부하,총추정광량,백색광추정광량,적색광추정광량,청색광추정광량
2022-02-05 00:00:00,11.0,61.40000153,452.0,1.330931783,10.39999962,22.5,0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,8.0,10.0,9.0,8.399998665,14.00000095,0.0,0.0,0.0,0.0
2022-02-05 00:01:00,11.19999981,61.40000153,448.0,1.331645489,10.39999962,22.60000038,0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,8.0,10.0,9.0,7.70000267,14.49999809,0.0,0.0,0.0,0.0
2022-02-05 00:02:00,11.19999981,61.40000153,451.0,1.331645489,10.39999962,22.70000076,0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,8.0,10.0,9.0,7.0,15.0,0.0,0.0,0.0,0.0
2022-02-05 00:03:00,11.30000019,61.40000153,447.0,1.330931783,10.30000019,22.70000076,0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,201,186.0,0,201,188.0,0,201,190.0,0,0,8.0,10.0,9.0,5.600001335,15.99999905,0.0,0.0,0.0,0.0
2022-02-05 00:04:00,11.69999981,61.59800171,446.0,1.32736361,10.30000019,22.70000076,0,0.0,0.0,0.0,201,3595.0,0,0,0,0,0,0,201,130.0,0,201,132.0,0,201,134.0,0,0,8.0,10.0,9.0,4.899998665,16.50000095,0.0,0.0,0.0,0.0
2022-02-05 00:05:00,11.60000038,61.40000153,446.0,1.325222731,10.19999981,22.70000076,0,0.0,0.0,0.0,201,3597.0,0,0,0,0,0,0,201,71.0,0,201,73.0,0,201,75.0,0,0,8.0,10.0,9.0,4.899998665,16.50000095,0.0,0.0,0.0,0.0
2022-02-05 00:06:00,11.19999981,61.09999847,449.0,1.325936437,10.0,22.60000038,0,0.0,0.0,0.0,201,3598.0,0,0,0,0,0,0,201,186.0,0,201,189.0,0,201,191.0,0,0,8.0,10.0,9.0,2.100001335,18.49999905,0.0,0.0,0.0,0.0
2022-02-05 00:07:00,10.89999962,61.09999847,445.0,1.32736361,10.0,22.5,0,0.0,0.0,0.0,201,3599.0,0,0,0,0,0,0,201,130.0,0,201,133.0,0,201,135.0,0,0,8.0,10.0,9.0,5.600001335,15.99999905,0.0,0.0,0.0,0.0
2022-02-05 00:08:00,10.60000038,61.09999847,447.0,1.32736361,10.0,22.5,0,0.0,0.0,0.0,201,3599.0,0,0,0,0,0,0,201,65.0,0,201,68.0,0,201,70.0,0,0,8.0,10.0,9.0,7.70000267,14.49999809,0.0,0.0,0.0,0.0
2022-02-05 00:09:00,10.60000038,61.5,451.0,1.330931783,10.10000038,22.60000038,0,0.0,0.0,0.0,201,3539.0,0,0,0,0,0,0,201,192.0,0,201,194.0,0,201,196.0,0,0,8.0,10.0,9.0,9.79999733,13.00000191,0.0,0.0,0.0,0.0
2022-02-05 00:10:00,10.80000019,61.29999847,452.0,1.330931783,10.10000038,22.70000076,0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,201,126.0,0,201,128.0,0,201,130.0,0,0,8.0,10.0,9.0,9.79999733,13.00000191,0.0,0.0,0.0,0.0
