시간,내부온도관측치,내부습도관측치,CO2관측치,EC관측치,외부온도추정관측치,외부습도추정관측치,펌프상태,펌프작동남은시간,펌프최근분무량,펌프일간누적분무량,냉방상태,냉방작동남은시간,난방상태,난방작동남은시간,내부유동팬상태,내부유동팬작동남은시간,외부환기팬상태,외부환기팬작동남은시간,화이트 LED상태,화이트 LED작동남은시간,화이트 LED동작강도,레드 LED상태,레드 LED작동남은시간,레드 LED동작강도,블루 LED상태,블루 LED작동남은시간,블루 LED동작강도,카메라상태,냉방온도,난방온도,기준온도,난방부하,냉방부하,총추정광량,백색광추정광량,적색광추정광량,청색광추정광량
2022-04-20 00:00:00,25.39999962,48.09999847,479.0,2.255320549,,,0.0,0.0,93.85,93.85,201.0,3586.0,0.0,0.0,0.0,0.0,0.0,0.0,201.0,63.0,100.0,201.0,65.0,0.0,201.0,67.0,0.0,0.0,15.0,10.0,12.5,0.0,76.99999809,309.41,309.41,0.0,0.0
2022-04-20 00:01:00,25.39999962,48.09999847,479.0,2.248173475,,,0.0,0.0,93.85,93.85,201.0,3579.0,0.0,0.0,0.0,0.0,0.0,0.0,201.0,174.0,100.0,201.0,176.0,0.0,201.0,178.0,0.0,0.0,15.0,10.0,12.5,0.0,76.99999809,309.41,309.41,0.0,0.0
2022-04-20 00:02:00,25.39999962,48.09999847,484.0,2.251236677,,,0.0,0.0,93.85,93.85,201.0,3589.0,0.0,0.0,0.0,0.0,0.0,0.0,201.0,125.0,100.0,201.0,127.0,0.0,201.0,128.0,0.0,0.0,15.0,10.0,12.5,0.0,76.99999809,309.41,309.41,0.0,0.0
2022-04-20 00:03:00,25.39999962,48.09999847,483.0,2.25021553,,,0.0,0.0,93.85,93.85,201.0,3594.0,0.0,0.0,0.0,0.0,0.0,0.0,201.0,69.0,100.0,201.0,71.0,0.0,201.0,73.0,0.0,0.0,15.0,10.0,12.5,0.0,76.99999809,309.41,309.41,0.0,0.0
2022-04-20 00:04:00,25.39999962,48.09999847,480.0,2.248173475,,,0.0,0.0,93.85,93.85,201.0,3599.0,0.0,0.0,0.0,0.0,0.0,0.0,201.0,194.0,100.0,201.0,196.0,0.0,201.0,198.0,0.0,0.0,15.0,10.0,12.5,0.0,76.99999809,309.41,309.41,0.0,0.0
2022-04-20 00:05:00,25.39999962,48.09999847,484.0,2.256341457,,,0.0,0.0,93.85,93.85,201.0,3599.0,0.0,0.0,0.0,0.0,0.0,0.0,201.0,125.0,100.0,201.0,127.0,0.0,201.0,129.0,0.0,0.0,15.0,10.0,12.5,0.0,76.99999809,309.41,309.41,0.0,0.0
2022-04-20 00:06:00,25.39999962,48.09999847,482.0,2.251236677,,,0.0,0.0,93.85,93.85,201.0,3598.0,0.0,0.0,0.0,0.0,0.0,0.0,201.0,54.0,100.0,201.0,56.0,0.0,201.0,58.0,0.0,0.0,15.0,10.0,12.5,0.0,76.99999809,309.41,309.41,0.0,0.0
2022-04-20 00:07:00,25.39999962,48.09999847,480.0,2.252257586,,,0.0,0.0,93.85,93.85,201.0,3599.0,0.0,0.0,0.0,0.0,0.0,0.0,201.0,183.0,100.0,201.0,185.0,0.0,201.0,187.0,0.0,0.0,15.0,10.0,12.5,0.0,76.99999809,309.41,309.41,0.0,0.0
2022-04-20 00:08:00,25.39999962,48.0,482.0,2.25021553,,,0.0,0.0,93.85,93.85,201.0,3541.0,0.0,0.0,0.0,0.0,0.0,0.0,201.0,133.0,100.0,201.0,135.0,0.0,201.0,137.0,0.0,0.0,15.0,10.0,12.5,0.0,76.99999809,309.41,309.41,0.0,0.0
2022-04-20 00:09:00,25.39999962,48.0,483.0,2.254299641,,,0.0,0.0,93.85,93.85,201.0,3541.0,0.0,0.0,0.0,0.0,0.0,0.0,201.0,73.0,100.0,201.0,75.0,0.0,201.0,77.0,0.0,0.0,15.0,10.0,12.5,0.0,76.99999809,309.41,309.41,0.0,0.0
2022-04-20 00:10:00,25.39999962,48.0,480.0,2.246131659,,,0.0,0.0,93.85,93.85,201.0,3542.0,0.0,0.0,0.0,0.0,0.0,0.0,201.0,195.0,100.0,201.0,197.0,0.0,201.0,199.0,0.0,0.0,15.0,10.0,12.5,0.0,76.99999809,309.41,309.41,0.0,0.0
2022-04-20 00:11:00,25.39999962,48.0,482.0,2.251236677,,,0.0,0.0,93.85,93.85,201.0,3599.0,0.0,0.0,0.0,0.0,0.0,0.0,201.0,113.0,100.0,201.0,115.0,0.0,201.0,117.0,0.0,0.0,15.0,10.0,12.5,0.0,76.99999809,309.41,309.41,0.0,0.0
2022-04-20 00:12:00,25.39999962,48.0,479.0,2.251236677,,,0.0,0.0,93.85,93.85,201.0,3599.0,0.0,0.0,0.0,0.0,0.0,0.0,201.0,62.0,100.0,201.0,64.0,0.0,201.0,66.0,0.0,0.0,15.0,10.0,12.5,0.0,76.99999809,309.41,309.41,0.0,0.0
2022-04-20 00:13:00,25.39999962,48.0,479.0,2.253278494,,,0.0,0.0,93.85,93.85,201.0,3544.0,0.0,0.0,0.0,0.0,0.0,0.0,201.0,195.0,100.0,201.0,197.0,0.0,201.0,199.0,0.0,0.0,15.0,10.0,12.5,0.0,76.99999809,309.41,309.41,0.0,0.0
2022-04-20 00:14:00,25.39999962,47.90000153,484.0,2.252257586,,,0.0,0.0,93.85,93.85,201.0,3544.0,0.0,0.0,0.0,0.0,0.0,0.0,201.0,134.0,100.0,201.0,136.0,0.0,201.0,138.0,0.0,0.0,15.0,10.0,12.5,0.0,76.99999809,309.41,309.41,0.0,0.0
2022-04-20 00:15:00,25.39999962,47.90000153,482.0,2.253278494,,,0.0,0.0,93.85,93.85,201.0,3546.0,0.0,0.0,0.0,0.0,0.0,0.0,201.0,75.0,100.0,201.0,77.0,0.0,201.0,79.0,0.0,0.0,15.0,10.0,12.5,0.0,76.99999809,309.41,309.41,0.0,0.0
2022-04-20 00:16:00,25.39999962,47.90000153,483.0,2.254299641,,,0.0,0.0,93.85,93.85,201.0,3540.0,0.0,0.0,0.0,0.0,0.0,0.0,201.0,194.0,100.0,201.0,196.0,0.0,201.0,199.0,0.0,0.0,15.0,10.0,12.5,0.0,76.99999809,309.41,309.41,0.0,0.0
2022-04-20 00:17:00,25.39999962,47.90000153,482.0,2.251236677,,,0.0,0.0,93.85,93.85,201.0,3599.0,0.0,0.0,0.0,0.0,0.0,0.0,201.0,174.0,100.0,201.0,176.0,0.0,201.0,179.0,0.0,0.0,15.0,10.0,12.5,0.0,76.99999809,309.41,309.41,0.0,0.0
2022-04-20 00:18:00,25.39999962,47.90000153,482.0,2.253278494,,,0.0,0.0,93.85,93.85,201.0,3548.0,0.0,0.0,0.0,0.0,0.0,0.0,201.0,74.0,100.0,201.0,76.0,0.0,201.0,79.0,0.0,0.0,15.0,10.0,12.5,0.0,76.99999809,309.41,309.41,0.0,0.0
