시간,내부온도관측치,내부습도관측치,CO2관측치,EC관측치,외부온도관측치,외부습도관측치,펌프상태,펌프작동남은시간,최근분무량,일간누적분무량,냉방상태,냉방작동남은시간,난방상태,난방작동남은시간,내부유동팬상태,내부유동팬작동남은시간,외부환기팬상태,외부환기팬작동남은시간,화이트 LED상태,화이트 LED작동남은시간,화이트 LED동작강도,레드 LED상태,레드 LED작동남은시간,레드 LED동작강도,블루 LED상태,블루 LED작동남은시간,블루 LED동작강도,카메라상태,냉방온도,난방온도,기준온도,난방부하,냉방부하,총추정광량,백색광추정광량,적색광추정광량,청색광추정광량
2021-06-04 00:00:00,28.1000003814697,59.4000015258789,469.0,1.60440564155578,31.6000003814697,43.2999992370605,0.0,0.0,0.0,0.0,201.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,201.0,182.0,0.0,201.0,40.0,0.0,201.0,40.0,0.0,0.0,21.0,20.0,20.5,0.0,40.5000019073486,0.0,0.0,0.0,0.0
2021-06-04 00:01:00,28.1000003814697,59.5,469.0,1.6053215265274,31.5,43.4000015258789,0.0,0.0,0.0,0.0,201.0,190.0,0.0,0.0,0.0,0.0,0.0,0.0,201.0,131.0,0.0,201.0,159.0,0.0,201.0,160.0,0.0,0.0,21.0,20.0,20.5,0.0,40.5000019073486,0.0,0.0,0.0,0.0
2021-06-04 00:02:00,28.1000003814697,59.5,469.0,1.60440564155578,31.6000003814697,43.4000015258789,0.0,0.0,0.0,0.0,201.0,123.0,0.0,0.0,0.0,0.0,0.0,0.0,201.0,90.0,0.0,201.0,97.0,0.0,201.0,98.0,0.0,0.0,21.0,20.0,20.5,0.0,40.5000019073486,0.0,0.0,0.0,0.0
2021-06-04 00:03:00,28.1000003814697,59.7000007629394,465.0,1.60440564155578,31.5,43.4000015258789,0.0,0.0,0.0,0.0,201.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,201.0,49.0,0.0,201.0,36.0,0.0,201.0,39.0,0.0,0.0,21.0,20.0,20.5,0.0,40.5000019073486,0.0,0.0,0.0,0.0
2021-06-04 00:04:00,28.2000007629394,59.7999992370605,468.0,1.60257399082183,31.5,43.4000015258789,0.0,0.0,0.0,0.0,201.0,179.0,0.0,0.0,0.0,0.0,0.0,0.0,201.0,176.0,0.0,201.0,159.0,0.0,1.0,183.0,0.0,0.0,21.0,20.0,20.5,0.0,40.5000019073486,0.0,0.0,0.0,0.0
2021-06-04 00:05:00,28.1000003814697,59.7999992370605,468.0,1.60440564155578,31.5,43.5,0.0,0.0,0.0,0.0,201.0,127.0,0.0,0.0,0.0,0.0,0.0,0.0,201.0,113.0,0.0,201.0,99.0,0.0,201.0,77.0,0.0,0.0,21.0,20.0,20.5,0.0,41.0000038146972,0.0,0.0,0.0,0.0
2021-06-04 00:06:00,28.2000007629394,59.9000015258789,466.0,1.60348987579345,31.6000003814697,43.5,0.0,0.0,0.0,0.0,201.0,87.0,0.0,0.0,0.0,0.0,0.0,0.0,201.0,134.0,0.0,201.0,126.0,0.0,201.0,114.5,0.0,0.0,21.0,20.0,20.5,0.0,40.5000019073486,0.0,0.0,0.0,0.0
2021-06-04 00:07:00,28.1000003814697,60.0,467.0,1.60348987579345,31.6000003814697,43.5,0.0,0.0,0.0,0.0,201.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,201.0,155.0,0.0,201.0,153.0,0.0,201.0,152.0,0.0,0.0,21.0,20.0,20.5,0.0,40.5000019073486,0.0,0.0,0.0,0.0
2021-06-04 00:08:00,28.1000003814697,60.0,470.0,1.6053215265274,31.6000003814697,43.5,0.0,0.0,0.0,0.0,201.0,172.0,0.0,0.0,0.0,0.0,0.0,0.0,201.0,94.0,0.0,201.0,91.0,0.0,201.0,79.0,0.0,0.0,21.0,20.0,20.5,0.0,40.5000019073486,0.0,0.0,0.0,0.0
2021-06-04 00:09:00,28.2000007629394,60.099998474121,468.0,1.60348987579345,31.7000007629394,43.2999992370605,0.0,0.0,0.0,0.0,201.0,110.0,0.0,0.0,0.0,0.0,0.0,0.0,201.0,34.0,0.0,201.0,30.0,0.0,201.0,198.0,0.0,0.0,21.0,20.0,20.5,0.0,40.5000019073486,0.0,0.0,0.0,0.0
