시간,내부온도관측치,내부습도관측치,CO2관측치,EC관측치,외부온도추정관측치,외부습도추정관측치,펌프상태,펌프작동남은시간,최근분무량,일간누적분무량,냉방상태,냉방작동남은시간,난방상태,난방작동남은시간,내부유동팬상태,내부유동팬작동남은시간,외부환기팬상태,외부환기팬작동남은시간,화이트 LED상태,화이트 LED작동남은시간,화이트 LED동작강도,레드 LED상태,레드 LED작동남은시간,레드 LED동작강도,블루 LED상태,블루 LED작동남은시간,블루 LED동작강도,카메라상태,냉방온도,난방온도,기준온도,난방부하,냉방부하,총추정광량,백색광추정광량,적색광추정광량,청색광추정광량
2022-01-27 00:00:00,19.39999962,75.59999847,442.0,0.863499999,20.43999977,37.87999954,0,0,0.0,0.0,201,3541.0,0,0,0,0,0,0.0,201,103.0,0.0,201,105.0,0.0,201,107.0,0.0,0,16.0,14.0,15.0,0.0,26.49999619,0.0,0.0,0.0,0.0
2022-01-27 00:01:00,19.29999924,75.69999695,443.0,0.863499999,20.68000031,37.41999893,0,0,0.0,0.0,201,3542.0,0,0,0,0,0,0.0,201,43.0,0.0,201,45.0,0.0,201,47.0,0.0,0,16.0,14.0,15.0,0.0,26.49999619,0.0,0.0,0.0,0.0
2022-01-27 00:02:00,19.29999924,75.69999695,439.0,0.862722695,20.83999977,36.79999924,0,0,0.0,0.0,201,3599.0,0,0,0,0,0,0.0,201,154.0,0.0,201,156.0,0.0,201,158.0,0.0,0,16.0,14.0,15.0,0.0,26.49999619,0.0,0.0,0.0,0.0
2022-01-27 00:03:00,19.29999924,75.80000305,446.0,0.864277244,21.07999992,36.00000076,0,0,0.0,0.0,201,3542.0,0,0,0,0,0,0.0,201,97.0,0.0,201,99.0,0.0,201,101.0,0.0,0,16.0,14.0,15.0,0.0,26.49999619,0.0,0.0,0.0,0.0
2022-01-27 00:04:00,19.39999962,75.90000153,438.0,0.864277244,21.29999962,35.64000168,0,0,0.0,0.0,201,3599.0,0,0,0,0,0,0.0,201,27.0,0.0,201,29.0,0.0,201,31.0,0.0,0,16.0,14.0,15.0,0.0,26.49999619,0.0,0.0,0.0,0.0
2022-01-27 00:05:00,19.39999962,75.90000153,439.0,0.863499999,21.5199997,35.08000107,0,0,0.0,0.0,201,3547.0,0,0,0,0,0,0.0,201,162.0,0.0,201,164.0,0.0,201,166.0,0.0,0,16.0,14.0,15.0,0.0,26.49999619,0.0,0.0,0.0,0.0
2022-01-27 00:06:00,19.39999962,75.90000153,445.0,0.864277244,21.83999977,34.70000076,0,0,0.0,0.0,201,3544.0,0,0,0,0,0,0.0,201,98.0,0.0,201,100.0,0.0,201,102.0,0.0,0,16.0,14.0,15.0,0.0,26.49999619,0.0,0.0,0.0,0.0
2022-01-27 00:07:00,19.39999962,76.0,441.0,0.864277244,21.67999954,34.25000076,0,0,0.0,0.0,201,3599.0,0,0,0,0,0,0.0,201,29.0,0.0,201,31.0,0.0,201,33.0,0.0,0,16.0,14.0,15.0,0.0,26.49999619,0.0,0.0,0.0,0.0
2022-01-27 00:08:00,19.39999962,76.0,444.0,0.864277244,21.21999969,33.80000076,0,0,0.0,0.0,201,3549.0,0,0,0,0,0,0.0,201,161.0,0.0,201,163.0,0.0,201,165.0,0.0,0,16.0,14.0,15.0,0.0,26.49999619,0.0,0.0,0.0,0.0
2022-01-27 00:09:00,19.5,75.90000153,443.0,0.864277244,20.46000023,33.35000076,0,0,0.0,0.0,201,3549.0,0,0,0,0,0,0.0,201,99.0,0.0,201,101.0,0.0,201,103.0,0.0,0,16.0,14.0,15.0,0.0,26.49999619,0.0,0.0,0.0,0.0
