시간,내부온도관측치,내부습도관측치,CO2관측치,EC관측치,외부온도추정관측치,외부습도추정관측치,펌프상태,펌프작동남은시간,최근분무량,일간누적분무량,냉방상태,냉방작동남은시간,난방상태,난방작동남은시간,내부유동팬상태,내부유동팬작동남은시간,외부환기팬상태,외부환기팬작동남은시간,화이트 LED상태,화이트 LED작동남은시간,화이트 LED동작강도,레드 LED상태,레드 LED작동남은시간,레드 LED동작강도,블루 LED상태,블루 LED작동남은시간,블루 LED동작강도,카메라상태,냉방온도,난방온도,기준온도,난방부하,냉방부하,총추정광량,백색광추정광량,적색광추정광량,청색광추정광량
2022-03-21 10:53:00,21.39999962,21.60000038,446.0,0.031238561,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,25.0,25.5,32.20000267,0.0,466.06,309.41,0.0,156.65
2022-03-21 10:54:00,21.39999962,21.60000038,453.0,0.031383857,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,25.0,25.5,32.20000267,0.0,466.06,309.41,0.0,156.65
2022-03-21 10:55:00,21.39999962,21.60000038,454.5,0.031238561,,,0.0,0.0,0.0,0.0,0.0,0.0,201.0,3567.0,0.0,0.0,0.0,0.0,201.0,160.0,100.0,201.0,162.0,60.0,201.0,164.0,100.0,0.0,26.0,25.0,25.5,32.20000267,0.0,565.348,309.41,99.288,156.65
2022-03-21 10:56:00,21.39999962,21.60000038,457.8,0.031093266,,,201.0,101.0,653.26,653.26,0.0,0.0,201.0,3558.0,0.0,0.0,0.0,0.0,201.0,96.0,100.0,201.0,98.0,60.0,201.0,100.0,100.0,0.0,26.0,25.0,25.5,29.51666911416667,6.000000635833334,565.348,309.41,99.288,156.65
2022-03-21 10:57:00,21.39999962,21.60000038,461.1,0.03094797,,,0.0,0.0,653.26,653.26,0.0,0.0,201.0,3559.0,0.0,0.0,0.0,0.0,201.0,36.0,100.0,201.0,38.0,60.0,201.0,40.0,100.0,0.0,26.0,25.0,25.5,26.83333555833334,12.00000127166667,565.348,309.41,99.288,156.65
2022-03-21 10:58:00,21.39999962,21.60000038,464.4,0.030802675,,,0.0,0.0,653.26,653.26,0.0,0.0,201.0,3560.0,0.0,0.0,0.0,0.0,201.0,145.0,100.0,201.0,147.0,60.0,201.0,149.0,100.0,0.0,26.0,25.0,25.5,24.1500020025,18.0000019075,565.348,309.41,99.288,156.65
2022-03-21 10:59:00,23.97142846428571,21.70000021714286,467.7,0.002179435,,,0.0,0.0,653.26,653.26,0.0,0.0,201.0,3566.0,0.0,0.0,0.0,0.0,201.0,90.0,100.0,201.0,92.0,60.0,201.0,94.0,100.0,0.0,26.0,25.0,25.5,21.46666844666667,24.00000254333333,565.348,309.41,99.288,156.65
2022-03-21 11:00:00,26.54285730857143,21.80000005428571,496.0,0.0,,,0.0,0.0,653.26,653.26,0.0,0.0,201.0,3557.0,0.0,0.0,0.0,0.0,201.0,22.0,100.0,201.0,24.0,60.0,201.0,26.0,100.0,0.0,26.0,25.0,25.5,18.78333489083333,30.00000317916667,565.348,309.41,99.288,156.65
2022-03-21 11:01:00,29.11428615285714,21.89999989142857,500.0,0.0,,,0.0,0.0,653.26,653.26,0.0,0.0,201.0,3565.0,0.0,0.0,0.0,0.0,201.0,149.0,100.0,201.0,151.0,60.0,201.0,153.0,100.0,0.0,26.0,25.0,25.5,16.100001335,36.000003815,565.348,309.41,99.288,156.65
2022-03-21 11:02:00,31.68571499714285,21.99999972857143,509.0,0.0,,,0.0,0.0,653.26,653.26,0.0,0.0,201.0,3561.0,0.0,0.0,0.0,0.0,201.0,84.0,100.0,201.0,86.0,60.0,201.0,88.0,100.0,0.0,26.0,25.0,25.5,13.41666777916667,42.00000445083334,565.348,309.41,99.288,156.65
2022-03-21 11:03:00,34.25714384142857,22.09999956571428,515.5142857,0.0,,,0.0,0.0,653.26,653.26,0.0,0.0,201.0,3563.0,0.0,0.0,0.0,0.0,201.0,25.0,100.0,201.0,27.0,60.0,201.0,29.0,100.0,0.0,26.0,25.0,25.5,10.73333422333333,48.00000508666667,565.348,309.41,99.288,156.65
2022-03-21 11:04:00,36.82857268571428,22.19999940285714,522.4571429,0.0,,,0.0,0.0,653.26,653.26,0.0,0.0,201.0,3564.0,0.0,0.0,0.0,0.0,201.0,147.0,100.0,201.0,149.0,60.0,201.0,151.0,100.0,0.0,26.0,25.0,25.5,8.0500006675,54.0000057225,565.348,309.41,99.288,156.65
2022-03-21 11:05:00,39.40000153,22.29999924,549.8428571750001,0.0,,,0.0,0.0,653.26,653.26,0.0,0.0,201.0,3561.0,0.0,0.0,0.0,0.0,201.0,80.0,100.0,201.0,82.0,60.0,201.0,84.0,100.0,0.0,26.0,25.0,25.5,5.366667111666665,60.00000635833334,565.348,309.41,99.288,156.65
2022-03-21 11:06:00,38.60000102,22.33156417,577.22857145,0.0,,,0.0,0.0,653.26,653.26,0.0,0.0,201.0,3574.0,0.0,0.0,0.0,0.0,201.0,34.0,100.0,201.0,36.0,60.0,201.0,38.0,100.0,0.0,26.0,25.0,25.5,2.683333555833332,66.00000699416667,565.348,309.41,99.288,156.65
2022-03-21 11:07:00,37.80000051,22.38169672,604.614285725,0.0,,,0.0,0.0,653.26,653.26,0.0,0.0,201.0,3574.0,0.0,0.0,0.0,0.0,201.0,151.0,100.0,201.0,153.0,60.0,201.0,155.0,100.0,0.0,26.0,25.0,25.5,0.0,72.00000763,565.348,309.41,99.288,156.65
