시간,내부온도관측치,내부습도관측치,CO2관측치,EC관측치,외부온도관측치,외부습도관측치,펌프상태,펌프작동남은시간,최근분무량,일간누적분무량,냉방상태,냉방작동남은시간,난방상태,난방작동남은시간,내부유동팬상태,내부유동팬작동남은시간,외부환기팬상태,외부환기팬작동남은시간,화이트 LED상태,화이트 LED작동남은시간,화이트 LED동작강도,레드 LED상태,레드 LED작동남은시간,레드 LED동작강도,블루 LED상태,블루 LED작동남은시간,블루 LED동작강도,카메라상태,냉방온도,난방온도,기준온도,난방부하,냉방부하,총추정광량,백색광추정광량,적색광추정광량,청색광추정광량
2021-06-04 00:00:00,31.0,58.59999847412109,617.0,1.595597743988037,32.20000076293945,43.0,0.0,0.0,0.0,0.0,201.0,114.0,0.0,0.0,0.0,0.0,0.0,0.0,201.0,80.0,0.0,201.0,70.0,0.0,201.0,72.0,0.0,0.0,21.0,20.0,20.5,0.0,55.0,0.0,0.0,0.0,0.0
2021-06-04 00:01:00,31.0,58.70000076293945,617.0,1.596584796905518,32.20000076293945,43.09999847412109,0.0,0.0,0.0,0.0,201.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,201.0,194.0,0.0,201.0,167.0,0.0,201.0,169.0,0.0,0.0,21.0,20.0,20.5,0.0,55.0,0.0,0.0,0.0,0.0
2021-06-04 00:02:00,31.10000038146973,58.79999923706055,611.0,1.594610810279846,32.20000076293945,43.0,0.0,0.0,0.0,0.0,201.0,83.0,0.0,0.0,0.0,0.0,0.0,0.0,201.0,129.5,0.0,201.0,107.0,0.0,201.0,109.0,0.0,0.0,21.0,20.0,20.5,0.0,55.50000190734863,0.0,0.0,0.0,0.0
2021-06-04 00:03:00,31.0,58.90000152587891,615.0,1.595597743988037,32.09999847412109,43.20000076293945,0.0,0.0,0.0,0.0,201.0,114.0,0.0,0.0,0.0,0.0,0.0,0.0,201.0,65.0,0.0,201.0,46.0,0.0,201.0,48.0,0.0,0.0,21.0,20.0,20.5,0.0,55.0,0.0,0.0,0.0,0.0
2021-06-04 00:04:00,31.0,59.0,613.0,1.595597743988037,32.09999847412109,43.09999847412109,0.0,0.0,0.0,0.0,201.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,201.0,192.0,0.0,201.0,171.0,0.0,201.0,173.0,0.0,0.0,21.0,20.0,20.5,0.0,55.0,0.0,0.0,0.0,0.0
2021-06-04 00:05:00,31.0,59.09999847412109,616.0,1.594610810279846,32.09999847412109,43.09999847412109,0.0,0.0,0.0,0.0,201.0,174.0,0.0,0.0,0.0,0.0,0.0,0.0,201.0,136.0,0.0,201.0,104.0,0.0,201.0,106.0,0.0,0.0,21.0,20.0,20.5,0.0,55.0,0.0,0.0,0.0,0.0
2021-06-04 00:06:00,31.10000038146973,59.09999847412109,613.0,1.596584796905518,32.09999847412109,43.09999847412109,0.0,0.0,0.0,0.0,201.0,110.0,0.0,0.0,0.0,0.0,0.0,0.0,201.0,66.0,0.0,201.0,43.0,0.0,201.0,45.0,0.0,0.0,21.0,20.0,20.5,0.0,55.50000190734863,0.0,0.0,0.0,0.0
2021-06-04 00:07:00,31.10000038146973,59.20000076293945,617.0,1.593623757362366,32.20000076293945,43.20000076293945,0.0,0.0,0.0,0.0,201.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,201.0,188.0,0.0,201.0,169.0,0.0,201.0,172.0,0.0,0.0,21.0,20.0,20.5,0.0,55.50000190734863,0.0,0.0,0.0,0.0
2021-06-04 00:08:00,31.10000038146973,59.29999923706055,615.0,1.595597743988037,32.09999847412109,43.09999847412109,0.0,0.0,0.0,0.0,201.0,165.0,0.0,0.0,0.0,0.0,0.0,0.0,201.0,126.0,0.0,201.0,130.0,0.0,201.0,129.5,0.0,0.0,21.0,20.0,20.5,0.0,55.50000190734863,0.0,0.0,0.0,0.0
2021-06-04 00:09:00,31.10000038146973,59.40000152587891,616.0,1.596584796905518,32.29999923706055,43.09999847412109,0.0,0.0,0.0,0.0,201.0,103.0,0.0,0.0,0.0,0.0,0.0,0.0,201.0,65.0,0.0,201.0,91.0,0.0,201.0,87.0,0.0,0.0,21.0,20.0,20.5,0.0,55.50000190734863,0.0,0.0,0.0,0.0
2021-06-04 00:10:00,31.10000038146973,59.40000152587891,614.0,1.597571849822998,32.29999923706055,43.0,0.0,0.0,0.0,0.0,201.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,201.0,184.0,0.0,201.0,30.0,0.0,201.0,199.0,0.0,0.0,21.0,20.0,20.5,0.0,55.50000190734863,0.0,0.0,0.0,0.0
2021-06-04 00:11:00,31.10000038146973,59.5,612.0,1.596584796905518,32.29999923706055,42.90000152587891,0.0,0.0,0.0,0.0,201.0,159.0,0.0,0.0,0.0,0.0,0.0,0.0,201.0,109.0,0.0,201.0,147.0,0.0,201.0,147.0,0.0,0.0,21.0,20.0,20.5,0.0,55.50000190734863,0.0,0.0,0.0,0.0
2021-06-04 00:12:00,31.10000038146973,59.5,617.0,1.593623757362366,32.29999923706055,42.90000152587891,0.0,0.0,0.0,0.0,201.0,98.0,0.0,0.0,0.0,0.0,0.0,0.0,201.0,48.0,0.0,201.0,85.0,0.0,201.0,71.0,0.0,0.0,21.0,20.0,20.5,0.0,55.50000190734863,0.0,0.0,0.0,0.0
2021-06-04 00:13:00,31.10000038146973,59.59999847412109,612.0,1.595597743988037,32.29999923706055,42.70000076293945,0.0,0.0,0.0,0.0,201.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,201.0,179.0,0.0,201.0,25.0,0.0,201.0,199.0,0.0,0.0,21.0,20.0,20.5,0.0,55.50000190734863,0.0,0.0,0.0,0.0
2021-06-04 00:14:00,31.10000038146973,59.70000076293945,614.0,1.594610810279846,32.20000076293945,42.70000076293945,0.0,0.0,0.0,0.0,201.0,157.0,0.0,0.0,0.0,0.0,0.0,0.0,201.0,119.0,0.0,201.0,153.0,0.0,201.0,137.0,0.0,0.0,21.0,20.0,20.5,0.0,55.50000190734863,0.0,0.0,0.0,0.0
2021-06-04 00:15:00,31.10000038146973,59.70000076293945,615.0,1.596584796905518,32.20000076293945,42.70000076293945,0.0,0.0,0.0,0.0,201.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,201.0,57.0,0.0,201.0,94.0,0.0,201.0,75.0,0.0,0.0,21.0,20.0,20.5,0.0,55.50000190734863,0.0,0.0,0.0,0.0
2021-06-04 00:16:00,31.10000038146973,59.79999923706055,612.0,1.597571849822998,32.20000076293945,42.59999847412109,0.0,0.0,0.0,0.0,201.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,201.0,166.0,0.0,201.0,196.0,0.0,201.0,185.0,0.0,0.0,21.0,20.0,20.5,0.0,55.50000190734863,0.0,0.0,0.0,0.0
2021-06-04 00:17:00,31.10000038146973,59.79999923706055,609.0,1.596584796905518,32.40000152587891,42.59999847412109,0.0,0.0,0.0,0.0,201.0,153.0,0.0,0.0,0.0,0.0,0.0,0.0,201.0,104.0,0.0,201.0,135.0,0.0,201.0,123.0,0.0,0.0,21.0,20.0,20.5,0.0,55.50000190734863,0.0,0.0,0.0,0.0
2021-06-04 00:18:00,31.10000038146973,59.90000152587891,616.0,1.595597743988037,32.59999847412109,42.29999923706055,0.0,0.0,0.0,0.0,201.0,91.0,0.0,0.0,0.0,0.0,0.0,0.0,201.0,42.0,0.0,201.0,74.0,0.0,201.0,61.0,0.0,0.0,21.0,20.0,20.5,0.0,55.50000190734863,0.0,0.0,0.0,0.0
