시간,내부온도관측치,내부습도관측치,CO2관측치,EC관측치,외부온도관측치,외부습도관측치,펌프상태,펌프작동남은시간,최근분무량,일간누적분무량,냉방상태,냉방작동남은시간,난방상태,난방작동남은시간,내부유동팬상태,내부유동팬작동남은시간,외부환기팬상태,외부환기팬작동남은시간,화이트 LED상태,화이트 LED작동남은시간,화이트 LED동작강도,레드 LED상태,레드 LED작동남은시간,레드 LED동작강도,블루 LED상태,블루 LED작동남은시간,블루 LED동작강도,카메라상태,냉방온도,난방온도,기준온도,난방부하,냉방부하,총추정광량,백색광추정광량,적색광추정광량,청색광추정광량
2021-09-02 00:00:00,24.6000003814697,79.0,510.0,1.77709591388702,25.3999996185302,65.5,0.0,0.0,0.0,0.0,201.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,201.0,81.0,0.0,201.0,83.0,0.0,201.0,80.0,0.0,0.0,16.0,14.0,15.0,0.0,53.0000019073486,0.0,0.0,0.0,0.0
2021-09-02 00:01:00,24.6000003814697,79.4000015258789,518.0,1.78050947189331,25.2999992370605,65.4000015258789,0.0,0.0,0.0,0.0,201.0,107.0,0.0,0.0,0.0,0.0,0.0,0.0,201.0,111.0,0.0,201.0,113.0,0.0,201.0,194.0,0.0,0.0,16.0,14.0,15.0,0.0,53.0000019073486,0.0,0.0,0.0,0.0
2021-09-02 00:02:00,24.5,79.5,511.0,1.7839229106903,25.2999992370605,65.4000015258789,0.0,0.0,0.0,0.0,201.0,139.0,0.0,0.0,0.0,0.0,0.0,0.0,201.0,141.0,0.0,201.0,143.0,0.0,201.0,134.0,0.0,0.0,16.0,14.0,15.0,0.0,52.5,0.0,0.0,0.0,0.0
2021-09-02 00:03:00,24.6000003814697,79.5,511.0,1.7839229106903,25.3999996185302,65.5,0.0,0.0,0.0,0.0,201.0,84.0,0.0,0.0,0.0,0.0,0.0,0.0,201.0,86.0,0.0,201.0,88.0,0.0,201.0,90.0,0.0,0.0,16.0,14.0,15.0,0.0,53.0000019073486,0.0,0.0,0.0,0.0
2021-09-02 00:04:00,24.6000003814697,79.5,512.0,1.78050947189331,25.2999992370605,65.5,0.0,0.0,0.0,0.0,201.0,176.0,0.0,0.0,0.0,0.0,0.0,0.0,201.0,171.0,0.0,201.0,169.0,0.0,201.0,162.0,0.0,0.0,16.0,14.0,15.0,0.0,53.0000019073486,0.0,0.0,0.0,0.0
2021-09-02 00:05:00,24.6000003814697,79.5999984741211,514.0,1.78164720535278,25.3999996185302,65.5,0.0,0.0,0.0,0.0,201.0,129.0,0.0,0.0,0.0,0.0,0.0,0.0,201.0,131.0,0.0,201.0,132.0,0.0,201.0,100.0,0.0,0.0,16.0,14.0,15.0,0.0,53.0000019073486,0.0,0.0,0.0,0.0
2021-09-02 00:06:00,24.5,79.5999984741211,513.0,1.78164720535278,25.3999996185302,65.5,0.0,0.0,0.0,0.0,201.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,201.0,44.0,0.0,201.0,46.0,0.0,201.0,48.0,0.0,0.0,16.0,14.0,15.0,0.0,52.5,0.0,0.0,0.0,0.0
2021-09-02 00:07:00,24.5,79.5999984741211,512.0,1.78050947189331,25.3999996185302,65.4000015258789,0.0,0.0,0.0,0.0,201.0,161.0,0.0,0.0,0.0,0.0,0.0,0.0,201.0,154.0,0.0,201.0,155.0,0.0,201.0,158.0,0.0,0.0,16.0,14.0,15.0,0.0,52.5,0.0,0.0,0.0,0.0
2021-09-02 00:08:00,24.5,79.5999984741211,512.0,1.77937161922454,25.3999996185302,65.4000015258789,0.0,0.0,0.0,0.0,201.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,201.0,102.0,0.0,201.0,104.0,0.0,201.0,107.0,0.0,0.0,16.0,14.0,15.0,0.0,52.5,0.0,0.0,0.0,0.0
2021-09-02 00:09:00,24.6000003814697,79.5999984741211,511.0,1.78050947189331,25.3999996185302,65.5,0.0,0.0,0.0,0.0,201.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,201.0,148.0,0.0,201.0,150.5,0.0,201.0,153.0,0.0,0.0,16.0,14.0,15.0,0.0,53.0000019073486,0.0,0.0,0.0,0.0
2021-09-02 00:10:00,24.6000003814697,79.5999984741211,511.0,1.78278517723083,25.3999996185302,65.4000015258789,0.0,0.0,0.0,0.0,201.0,155.0,0.0,0.0,0.0,0.0,0.0,0.0,201.0,194.0,0.0,201.0,197.0,0.0,201.0,199.0,0.0,0.0,16.0,14.0,15.0,0.0,53.0000019073486,0.0,0.0,0.0,0.0
2021-09-02 00:11:00,24.5,79.5,509.0,1.78164720535278,25.3999996185302,65.4000015258789,0.0,0.0,0.0,0.0,201.0,94.0,0.0,0.0,0.0,0.0,0.0,0.0,201.0,132.0,0.0,201.0,135.0,0.0,201.0,137.0,0.0,0.0,16.0,14.0,15.0,0.0,53.0000019073486,0.0,0.0,0.0,0.0
2021-09-02 00:12:00,24.5,79.5,510.0,1.78278517723083,25.3999996185302,65.4000015258789,0.0,0.0,0.0,0.0,201.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,201.0,71.0,0.0,201.0,74.0,0.0,201.0,76.0,0.0,0.0,16.0,14.0,15.0,0.0,52.5,0.0,0.0,0.0,0.0
2021-09-02 00:13:00,24.5,79.5,512.0,1.77937161922454,25.3999996185302,65.3000030517578,0.0,0.0,0.0,0.0,201.0,165.0,0.0,0.0,0.0,0.0,0.0,0.0,201.0,195.0,0.0,201.0,185.0,0.0,201.0,171.0,0.0,0.0,16.0,14.0,15.0,0.0,52.5,0.0,0.0,0.0,0.0
2021-09-02 00:14:00,24.5,79.5,511.0,1.78164720535278,25.3999996185302,65.4000015258789,0.0,0.0,0.0,0.0,201.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,201.0,130.0,0.0,201.0,123.0,0.0,201.0,93.0,0.0,0.0,16.0,14.0,15.0,0.0,52.5,0.0,0.0,0.0,0.0
2021-09-02 00:15:00,24.5,79.5,513.0,1.77823388576507,25.3999996185302,65.3000030517578,0.0,0.0,0.0,0.0,201.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,201.0,78.0,0.0,201.0,75.0,0.0,201.0,32.0,0.0,0.0,16.0,14.0,15.0,0.0,52.5,0.0,0.0,0.0,0.0
2021-09-02 00:16:00,24.5,79.5,508.0,1.78164720535278,25.3999996185302,65.4000015258789,0.0,0.0,0.0,0.0,201.0,148.0,0.0,0.0,0.0,0.0,0.0,0.0,201.0,192.0,0.0,201.0,180.0,0.0,0.0,0.0,0.0,0.0,16.0,14.0,15.0,0.0,52.5,0.0,0.0,0.0,0.0
2021-09-02 00:17:00,24.6000003814697,79.4000015258789,509.0,1.78619849681854,25.3999996185302,65.3000030517578,0.0,0.0,0.0,0.0,201.0,89.0,0.0,0.0,0.0,0.0,0.0,0.0,201.0,140.0,0.0,201.0,142.0,0.0,0.0,0.0,0.0,0.0,16.0,14.0,15.0,0.0,53.0000019073486,0.0,0.0,0.0,0.0
2021-09-02 00:18:00,24.5,79.4000015258789,505.0,1.78050947189331,25.3999996185302,65.3000030517578,0.0,0.0,0.0,0.0,201.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,201.0,39.0,0.0,201.0,41.0,0.0,0.0,0.0,0.0,0.0,16.0,14.0,15.0,0.0,53.0000019073486,0.0,0.0,0.0,0.0
2021-09-02 00:19:00,24.6000003814697,79.5,512.0,1.78164720535278,25.3999996185302,65.3000030517578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,201.0,199.0,0.0,0.0,16.0,14.0,15.0,0.0,52.5,0.0,0.0,0.0,0.0
