시간,내부온도관측치,내부습도관측치,CO2관측치,EC관측치,외부온도추정관측치,외부습도추정관측치,펌프상태,펌프작동남은시간,최근분무량,일간누적분무량,냉방상태,냉방작동남은시간,난방상태,난방작동남은시간,내부유동팬상태,내부유동팬작동남은시간,외부환기팬상태,외부환기팬작동남은시간,화이트 LED상태,화이트 LED작동남은시간,화이트 LED동작강도,레드 LED상태,레드 LED작동남은시간,레드 LED동작강도,블루 LED상태,블루 LED작동남은시간,블루 LED동작강도,카메라상태,냉방온도,난방온도,기준온도,난방부하,냉방부하,총추정광량,백색광추정광량,적색광추정광량,청색광추정광량
2022-04-01 00:00:00,21.20000076,57.59999847,491.0,3.7482836,,,0.0,0.0,0.0,0.0,201.0,3548.0,0.0,0.0,0.0,0.0,0.0,0.0,201.0,67.0,0.0,201.0,70.0,0.0,201.0,72.0,0.0,0.0,21.0,20.0,20.5,0.0,16.49999619,0.0,0.0,0.0,0.0
2022-04-01 00:01:00,20.10000038,56.29999924,494.0,3.74823436,,,201.0,66.0,428.21,428.21,201.0,3545.0,0.0,0.0,0.0,0.0,0.0,0.0,201.0,184.0,0.0,201.0,187.0,0.0,201.0,189.0,0.0,0.0,21.0,20.0,20.5,0.0,11.99999809,0.0,0.0,0.0,0.0
2022-04-01 00:02:00,19.29999924,55.0,497.0,3.758094311,,,0.0,0.0,428.21,428.21,201.0,3554.0,0.0,0.0,0.0,0.0,0.0,0.0,201.0,131.0,0.0,201.0,134.0,0.0,201.0,136.0,0.0,0.0,21.0,20.0,20.5,0.0,6.000003815,0.0,0.0,0.0,0.0
2022-04-01 00:03:00,19.29999924,56.09999847,497.0,3.760147572,,,0.0,0.0,428.21,428.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,201.0,67.0,0.0,201.0,70.0,0.0,201.0,72.0,0.0,0.0,21.0,20.0,20.5,11.90000534,0.0,0.0,0.0,0.0,0.0
2022-04-01 00:04:00,20.89999962,54.79999848,496.0,3.759589677,,,0.0,0.0,428.21,428.21,0.0,0.0,201.0,3555.0,0.0,0.0,0.0,0.0,201.0,194.0,0.0,201.0,196.0,0.0,201.0,198.0,0.0,0.0,21.0,20.0,20.5,11.90000534,0.0,0.0,0.0,0.0,0.0
2022-04-01 00:05:00,22.60000038,54.21999817,499.0,3.760594121,,,0.0,0.0,428.21,428.21,0.0,0.0,201.0,3555.0,0.0,0.0,0.0,0.0,201.0,130.0,0.0,201.0,131.0,0.0,201.0,133.0,0.0,0.0,21.0,20.0,20.5,11.90000534,0.0,0.0,0.0,0.0,0.0
2022-04-01 00:06:00,24.0,53.63999786,497.0,3.761598565,,,0.0,0.0,428.21,428.21,0.0,0.0,201.0,3560.0,0.0,0.0,0.0,0.0,201.0,74.0,0.0,201.0,76.0,0.0,201.0,78.0,0.0,0.0,21.0,20.0,20.5,0.70000267,4.499998093,0.0,0.0,0.0,0.0
2022-04-01 00:07:00,23.39999962,59.40000153,495.0,3.762603009,,,0.0,0.0,428.21,428.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,201.0,195.0,0.0,201.0,197.0,0.0,201.0,199.0,0.0,0.0,21.0,20.0,20.5,0.0,13.00000191,0.0,0.0,0.0,0.0
2022-04-01 00:08:00,23.39999962,57.90000153,498.0,3.763607453,,,0.0,0.0,428.21,428.21,201.0,3563.0,0.0,0.0,0.0,0.0,0.0,0.0,201.0,137.0,0.0,201.0,139.0,0.0,201.0,140.0,0.0,0.0,21.0,20.0,20.5,0.0,16.99999809,0.0,0.0,0.0,0.0
2022-04-01 00:09:00,21.39999962,57.20000076,494.0,3.697516203,,,0.0,0.0,428.21,428.21,201.0,3559.0,0.0,0.0,0.0,0.0,0.0,0.0,201.0,72.0,0.0,201.0,74.0,0.0,201.0,76.0,0.0,0.0,21.0,20.0,20.5,0.0,16.99999809,0.0,0.0,0.0,0.0
