시간,내부온도관측치,내부습도관측치,CO2관측치,EC관측치,외부온도관측치,외부습도관측치,펌프상태,펌프작동남은시간,펌프작동남은시간.1,최근분무량,냉방상태,냉방작동남은시간,난방상태,난방작동남은시간,내부유동팬상태,내부유동팬작동남은시간,외부환기팬상태,외부환기팬작동남은시간,화이트 LED상태,화이트 LED작동남은시간,화이트 LED동작강도,레드 LED상태,레드 LED작동남은시간,레드 LED동작강도,블루 LED상태,블루 LED작동남은시간,블루 LED동작강도,카메라상태,냉방온도,난방온도,기준온도,난방부하,냉방부하,총추정광량,백색광추정광량,적색광추정광량,청색광추정광량
2021-06-03 00:00:00,21.89999961853028,80.69999694824219,412.0,0.1134752407670021,22.79999923706055,57.0,0.0,0.0,0.0,0.0,201.0,104.0,0.0,0.0,0.0,0.0,0.0,0.0,201.0,283.0,0.0,201.0,285.0,0.0,201.0,288.0,0.0,0.0,20.0,18.0,19.0,0.0,19.49999809265137,0.0,0.0,0.0,0.0
2021-06-03 00:01:00,22.0,80.5999984741211,412.0,0.1119207888841629,22.5,58.29999923706055,0.0,0.0,0.0,0.0,201.0,128.5,0.0,0.0,0.0,0.0,0.0,0.0,201.0,222.0,0.0,201.0,224.0,0.0,201.0,227.0,0.0,0.0,20.0,18.0,19.0,0.0,20.0,0.0,0.0,0.0,0.0
2021-06-03 00:02:00,22.0,80.5,417.0,0.1119207888841629,22.39999961853028,57.59999847412109,0.0,0.0,0.0,0.0,201.0,153.0,0.0,0.0,0.0,0.0,0.0,0.0,201.0,162.0,0.0,201.0,164.0,0.0,201.0,167.0,0.0,0.0,20.0,18.0,19.0,0.0,20.0,0.0,0.0,0.0,0.0
2021-06-03 00:03:00,21.89999961853028,80.4000015258789,413.0,0.1126980111002922,22.29999923706055,57.90000152587891,0.0,0.0,0.0,0.0,201.0,91.0,0.0,0.0,0.0,0.0,0.0,0.0,201.0,100.0,0.0,201.0,102.0,0.0,201.0,105.0,0.0,0.0,20.0,18.0,19.0,0.0,20.0,0.0,0.0,0.0,0.0
2021-06-03 00:04:00,21.89999961853028,80.30000305175781,408.0,0.1126980111002922,22.29999923706055,59.20000076293945,0.0,0.0,0.0,0.0,201.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,201.0,340.0,0.0,201.0,342.0,0.0,201.0,344.0,0.0,0.0,20.0,18.0,19.0,0.0,19.49999809265137,0.0,0.0,0.0,0.0
2021-06-03 00:05:00,21.89999961853028,80.30000305175781,410.0,0.1119207888841629,22.39999961853028,60.40000152587891,0.0,0.0,0.0,0.0,201.0,150.0,0.0,0.0,0.0,0.0,0.0,0.0,201.0,278.0,0.0,201.0,280.0,0.0,201.0,282.0,0.0,0.0,20.0,18.0,19.0,0.0,19.49999809265137,0.0,0.0,0.0,0.0
2021-06-03 00:06:00,22.0,80.30000305175781,414.0,0.1126980111002922,22.5,62.20000076293945,0.0,0.0,0.0,0.0,201.0,89.0,0.0,0.0,0.0,0.0,0.0,0.0,201.0,217.0,0.0,201.0,218.0,0.0,201.0,220.0,0.0,0.0,20.0,18.0,19.0,0.0,19.49999809265137,0.0,0.0,0.0,0.0
2021-06-03 00:07:00,21.89999961853028,80.30000305175781,408.0,0.1119207888841629,22.60000038146973,62.5,0.0,0.0,0.0,0.0,201.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,201.0,155.0,0.0,201.0,157.0,0.0,201.0,159.0,0.0,0.0,20.0,18.0,19.0,0.0,20.0,0.0,0.0,0.0,0.0
2021-06-03 00:08:00,21.89999961853028,80.4000015258789,407.0,0.1126980111002922,22.60000038146973,63.09999847412109,0.0,0.0,0.0,0.0,201.0,148.0,0.0,0.0,0.0,0.0,0.0,0.0,201.0,274.5,0.0,201.0,276.5,0.0,201.0,279.0,0.0,0.0,20.0,18.0,19.0,0.0,19.49999809265137,0.0,0.0,0.0,0.0
2021-06-03 00:09:00,21.89999961853028,80.4000015258789,409.0,0.1126980111002922,22.79999923706055,63.29999923706055,0.0,0.0,0.0,0.0,201.0,86.0,0.0,0.0,0.0,0.0,0.0,0.0,201.0,394.0,0.0,201.0,396.0,0.0,201.0,399.0,0.0,0.0,20.0,18.0,19.0,0.0,19.49999809265137,0.0,0.0,0.0,0.0
2021-06-03 00:10:00,21.89999961853028,80.4000015258789,411.0,0.1119207888841629,22.79999923706055,63.40000152587891,0.0,0.0,0.0,0.0,201.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,201.0,334.0,0.0,201.0,336.0,0.0,201.0,339.0,0.0,0.0,20.0,18.0,19.0,0.0,19.49999809265137,0.0,0.0,0.0,0.0
2021-06-03 00:11:00,21.89999961853028,80.5999984741211,411.0,0.1126980111002922,22.89999961853028,63.5,0.0,0.0,0.0,0.0,201.0,144.0,0.0,0.0,0.0,0.0,0.0,0.0,201.0,274.0,0.0,201.0,276.0,0.0,201.0,279.0,0.0,0.0,20.0,18.0,19.0,0.0,19.49999809265137,0.0,0.0,0.0,0.0
2021-06-03 00:12:00,21.89999961853028,80.69999694824219,412.0,0.1119207888841629,23.10000038146973,63.5,0.0,0.0,0.0,0.0,201.0,83.0,0.0,0.0,0.0,0.0,0.0,0.0,201.0,212.0,0.0,201.0,214.0,0.0,201.0,214.0,0.0,0.0,20.0,18.0,19.0,0.0,19.49999809265137,0.0,0.0,0.0,0.0
2021-06-03 00:13:00,22.0,80.69999694824219,409.0,0.1126980111002922,23.10000038146973,63.40000152587891,0.0,0.0,0.0,0.0,201.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,201.0,296.5,0.0,201.0,298.5,0.0,201.0,299.5,0.0,0.0,20.0,18.0,19.0,0.0,19.49999809265137,0.0,0.0,0.0,0.0
2021-06-03 00:14:00,22.0,80.69999694824219,409.0,0.1119207888841629,23.10000038146973,60.70000076293945,0.0,0.0,0.0,0.0,201.0,152.0,0.0,0.0,0.0,0.0,0.0,0.0,201.0,381.0,0.0,201.0,383.0,0.0,201.0,385.0,0.0,0.0,20.0,18.0,19.0,0.0,20.0,0.0,0.0,0.0,0.0
2021-06-03 00:15:00,22.0,80.69999694824219,409.0,0.1119207888841629,23.10000038146973,59.90000152587891,0.0,0.0,0.0,0.0,201.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,201.0,320.0,0.0,201.0,322.0,0.0,201.0,324.0,0.0,0.0,20.0,18.0,19.0,0.0,20.0,0.0,0.0,0.0,0.0
2021-06-03 00:16:00,22.0,80.5999984741211,407.0,0.1119207888841629,22.89999961853028,58.09999847412109,0.0,0.0,0.0,0.0,201.0,193.0,0.0,0.0,0.0,0.0,0.0,0.0,201.0,258.0,0.0,201.0,260.0,0.0,201.0,262.0,0.0,0.0,20.0,18.0,19.0,0.0,20.0,0.0,0.0,0.0,0.0
2021-06-03 00:17:00,22.10000038146973,80.5,407.0,0.1126980111002922,22.79999923706055,57.40000152587891,0.0,0.0,0.0,0.0,201.0,133.0,0.0,0.0,0.0,0.0,0.0,0.0,201.0,197.0,0.0,201.0,199.0,0.0,201.0,201.0,0.0,0.0,20.0,18.0,19.0,0.0,20.0,0.0,0.0,0.0,0.0
2021-06-03 00:18:00,22.0,80.4000015258789,410.0,0.1126980111002922,22.70000076293945,57.20000076293945,0.0,0.0,0.0,0.0,201.0,101.0,0.0,0.0,0.0,0.0,0.0,0.0,201.0,137.0,0.0,201.0,139.0,0.0,201.0,140.0,0.0,0.0,20.0,18.0,19.0,0.0,20.50000190734864,0.0,0.0,0.0,0.0
2021-06-03 00:19:00,22.0,80.30000305175781,407.0,0.1126980111002922,22.60000038146973,56.79999923706055,0.0,0.0,0.0,0.0,201.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0,201.0,377.0,0.0,201.0,378.0,0.0,201.0,380.0,0.0,0.0,20.0,18.0,19.0,0.0,20.0,0.0,0.0,0.0,0.0
