시간,내부온도관측치,내부습도관측치,CO2관측치,EC관측치,외부온도추정관측치,외부습도추정관측치,펌프상태,펌프작동남은시간,최근분무량,일간누적분무량,냉방상태,냉방작동남은시간,난방상태,난방작동남은시간,내부유동팬상태,내부유동팬작동남은시간,외부환기팬상태,외부환기팬작동남은시간,화이트 LED상태,화이트 LED작동남은시간,화이트 LED동작강도,레드 LED상태,레드 LED작동남은시간,레드 LED동작강도,블루 LED상태,블루 LED작동남은시간,블루 LED동작강도,카메라상태,냉방온도,난방온도,기준온도,난방부하,냉방부하,총추정광량,백색광추정광량,적색광추정광량,청색광추정광량
2022-03-22 00:00:00,22.10000038,57.00000127333333,571.0,3.826263666,21.91999969,18.16000061,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,201.0,176.0,0.0,201.0,178.0,0.0,201.0,180.0,0.0,0.0,21.0,20.0,20.5,0.0,8.999996185,0.0,0.0,0.0,0.0
2022-03-22 00:01:00,22.10000038,57.050001145,565.0,3.828299284,21.97999992,18.20000076,201.0,97.0,627.54,627.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,201.0,114.0,0.0,201.0,116.0,0.0,201.0,118.0,0.0,0.0,21.0,20.0,20.5,0.0,8.999996185,0.0,0.0,0.0,0.0
2022-03-22 00:02:00,22.29999924,57.10000101666667,569.0,3.802853823,22.0,18.22000084,0.0,0.0,627.54,627.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,201.0,51.0,0.0,201.0,53.0,0.0,201.0,55.0,0.0,0.0,21.0,20.0,20.5,0.0,10.50000191,0.0,0.0,0.0,0.0
2022-03-22 00:03:00,22.39999962,57.15000088833334,566.0,3.802853823,21.95999985,18.16000061,0.0,0.0,627.54,627.54,201.0,3548.0,0.0,0.0,0.0,0.0,0.0,0.0,201.0,170.0,0.0,201.0,173.0,0.0,201.0,175.0,0.0,0.0,21.0,20.0,20.5,0.0,10.50000191,0.0,0.0,0.0,0.0
2022-03-22 00:04:00,22.39999962,57.20000076,568.0,3.802853823,21.97999992,18.16000061,0.0,0.0,627.54,627.54,201.0,3555.0,0.0,0.0,0.0,0.0,0.0,0.0,201.0,116.0,0.0,201.0,119.0,0.0,201.0,121.0,0.0,0.0,21.0,20.0,20.5,0.0,11.49999619,0.0,0.0,0.0,0.0
2022-03-22 00:05:00,22.0,57.13333384,568.0,3.806925058,21.97999992,18.18000069,0.0,0.0,627.54,627.54,201.0,3552.0,0.0,0.0,0.0,0.0,0.0,0.0,201.0,52.0,0.0,201.0,55.0,0.0,201.0,57.0,0.0,0.0,21.0,20.0,20.5,0.0,11.99999809,0.0,0.0,0.0,0.0
2022-03-22 00:06:00,21.89999962,57.06666692,567.0,3.804889441,21.93999977,18.20000076,0.0,0.0,627.54,627.54,201.0,3552.0,0.0,0.0,0.0,0.0,0.0,0.0,201.0,172.0,0.0,201.0,174.0,0.0,201.0,176.0,0.0,0.0,21.0,20.0,20.5,0.0,11.99999809,0.0,0.0,0.0,0.0
2022-03-22 00:07:00,21.79999924,57.0,570.0,3.829317093,21.91999969,18.22000084,0.0,0.0,627.54,627.54,201.0,3553.0,0.0,0.0,0.0,0.0,0.0,0.0,201.0,112.0,0.0,201.0,114.0,0.0,201.0,116.0,0.0,0.0,21.0,20.0,20.5,0.0,10.0,0.0,0.0,0.0,0.0
2022-03-22 00:08:00,21.79999924,57.20085869,568.0,3.829317093,22.0,18.20000076,0.0,0.0,627.54,627.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,201.0,49.0,0.0,201.0,51.0,0.0,201.0,53.0,0.0,0.0,21.0,20.0,20.5,0.0,9.499998093,0.0,0.0,0.0,0.0
2022-03-22 00:09:00,21.89999962,57.340687258,567.0,3.828299284,22.08000031,18.20000076,0.0,0.0,627.54,627.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,201.0,179.0,0.0,201.0,181.0,0.0,201.0,183.0,0.0,0.0,21.0,20.0,20.5,0.0,8.999996185,0.0,0.0,0.0,0.0
2022-03-22 00:10:00,22.10000038,57.48051582599999,569.0,3.83237052,22.14000053,18.20000076,0.0,0.0,627.54,627.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,201.0,114.0,0.0,201.0,116.0,0.0,201.0,118.0,0.0,0.0,21.0,20.0,20.5,0.0,9.499998093,0.0,0.0,0.0,0.0
2022-03-22 00:11:00,22.29999924,57.620344394,568.0,3.831352711,22.14000053,18.20000076,0.0,0.0,627.54,627.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,201.0,50.0,0.0,201.0,52.0,0.0,201.0,54.0,0.0,0.0,21.0,20.0,20.5,0.0,9.499998093,0.0,0.0,0.0,0.0
2022-03-22 00:12:00,22.10000038,57.760172962,568.0,3.804889441,22.10000038,18.20000076,0.0,0.0,627.54,627.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,201.0,179.0,0.0,201.0,181.0,0.0,201.0,183.0,0.0,0.0,21.0,20.0,20.5,0.0,10.50000191,0.0,0.0,0.0,0.0
