시간,내부온도관측치,내부습도관측치,CO2관측치,EC관측치,외부온도관측치,외부습도관측치,펌프상태,펌프작동남은시간,최근분무량,일간누적분무량,냉방상태,냉방작동남은시간,난방상태,난방작동남은시간,내부유동팬상태,내부유동팬작동남은시간,외부환기팬상태,외부환기팬작동남은시간,화이트 LED상태,화이트 LED작동남은시간,화이트 LED동작강도,레드 LED상태,레드 LED작동남은시간,레드 LED동작강도,블루 LED상태,블루 LED작동남은시간,블루 LED동작강도,카메라상태,냉방온도,난방온도,기준온도,난방부하,냉방부하,총추정광량,백색광추정광량,적색광추정광량,청색광추정광량
2021-04-30 00:00:00,17.39999962,82.90000153,438.0,1.525679946,14.69999981,67.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,201.0,98.0,0.0,201.0,145.0,0.0,201.0,154.0,0.0,0.0,28.0,14.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-30 00:01:00,17.39999962,83.0,440.0,1.523175836,14.69999981,66.90000153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,201.0,37.0,0.0,201.0,84.0,0.0,201.0,93.0,0.0,0.0,28.0,14.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-30 00:02:00,17.39999962,83.0,438.0,1.524427772,14.69999981,67.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,201.0,158.0,0.0,201.0,24.0,0.0,201.0,32.0,0.0,0.0,28.0,14.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-30 00:03:00,17.39999962,83.0,438.0,1.525679946,14.69999981,67.09999847,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,201.0,97.0,0.0,201.0,144.0,0.0,201.0,153.0,0.0,0.0,28.0,14.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-30 00:04:00,17.39999962,83.09999847,438.0,1.523175836,14.80000019,66.40000153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,201.0,37.0,0.0,201.0,83.0,0.0,201.0,92.0,0.0,0.0,28.0,14.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-30 00:05:00,17.39999962,83.19999695,436.0,1.52192378,14.80000019,66.19999695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,201.0,156.0,0.0,201.0,196.0,0.0,201.0,31.0,0.0,0.0,28.0,14.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-30 00:06:00,17.29999924,83.19999695,440.0,1.523175836,14.80000019,66.30000305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,201.0,94.0,0.0,201.0,135.0,0.0,201.0,152.0,0.0,0.0,28.0,14.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-30 00:07:00,17.39999962,83.30000305,435.0,1.524427772,14.80000019,66.19999695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,201.0,34.0,0.0,201.0,74.0,0.0,201.0,91.0,0.0,0.0,28.0,14.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-30 00:08:00,17.39999962,83.30000305,442.0,1.524427772,14.80000019,66.69999695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,201.0,94.0,0.0,201.0,194.0,0.0,201.0,30.0,0.0,0.0,28.0,14.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-30 00:09:00,17.29999924,83.30000305,438.0,1.525679946,14.89999962,66.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,201.0,154.0,0.0,201.0,133.0,0.0,201.0,150.0,0.0,0.0,28.0,14.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-30 00:10:00,17.29999924,83.30000305,438.0,1.525679946,14.89999962,66.30000305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,201.0,93.0,0.0,201.0,72.0,0.0,201.0,88.0,0.0,0.0,28.0,14.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-30 00:11:00,17.39999962,83.40000153,435.0,1.523175836,15.0,66.69999695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,201.0,31.0,0.0,201.0,192.0,0.0,201.0,28.0,0.0,0.0,28.0,14.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-30 00:12:00,17.29999924,83.40000153,437.0,1.524427772,14.89999962,66.59999847,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,201.0,152.0,0.0,201.0,131.0,0.0,201.0,147.0,0.0,0.0,28.0,14.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-30 00:13:00,17.29999924,83.5,441.0,1.528183818,15.0,66.69999695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,201.0,91.0,0.0,201.0,70.0,0.0,201.0,86.0,0.0,0.0,28.0,14.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-30 00:14:00,17.29999924,83.59999847,438.0,1.525679946,14.89999962,67.19999695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,201.0,30.0,0.0,201.0,189.0,0.0,201.0,25.0,0.0,0.0,28.0,14.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-30 00:15:00,17.29999924,83.69999695,441.0,1.526931882,14.89999962,67.19999695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,201.0,151.0,0.0,201.0,128.0,0.0,201.0,147.0,0.0,0.0,28.0,14.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-30 00:16:00,17.29999924,83.59999847,436.0,1.528183818,14.89999962,66.90000153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,201.0,90.0,0.0,201.0,67.0,0.0,201.0,86.0,0.0,0.0,28.0,14.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-30 00:17:00,17.29999924,83.69999695,437.0,1.525679946,14.89999962,66.59999847,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,201.0,29.0,0.0,201.0,188.0,0.0,201.0,198.0,0.0,0.0,28.0,14.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-30 00:18:00,17.29999924,83.69999695,438.0,1.529435754,14.80000019,66.90000153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,201.0,148.0,0.0,201.0,126.0,0.0,201.0,138.0,0.0,0.0,28.0,14.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-30 00:19:00,17.29999924,83.69999695,440.0,1.528183818,14.80000019,67.30000305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,201.0,86.0,0.0,201.0,66.0,0.0,201.0,77.0,0.0,0.0,28.0,14.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-30 00:20:00,17.29999924,83.80000305,439.0,1.528183818,14.89999962,67.30000305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,201.0,26.0,0.0,201.0,185.0,0.0,201.0,196.0,0.0,0.0,28.0,14.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-30 00:21:00,17.29999924,83.80000305,437.0,1.53068769,14.80000019,67.80000305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,201.0,145.0,0.0,201.0,124.0,0.0,201.0,135.0,0.0,0.0,28.0,14.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0
