시간,내부온도관측치,내부습도관측치,CO2관측치,EC관측치,외부온도추정관측치,외부습도추정관측치,펌프상태,펌프작동남은시간,최근분무량,일간누적분무량,냉방상태,냉방작동남은시간,난방상태,난방작동남은시간,내부유동팬상태,내부유동팬작동남은시간,외부환기팬상태,외부환기팬작동남은시간,화이트 LED상태,화이트 LED작동남은시간,화이트 LED동작강도,레드 LED상태,레드 LED작동남은시간,레드 LED동작강도,블루 LED상태,블루 LED작동남은시간,블루 LED동작강도,카메라상태,냉방온도,난방온도,기준온도,난방부하,냉방부하,총추정광량,백색광추정광량,적색광추정광량,청색광추정광량
2022-04-28 00:00:00,26.29999924,49.90000153,551.0,5.531573772,23.12000046,27.58000031,0.0,0.0,0.0,0.0,201.0,3582.0,0.0,0.0,0.0,0.0,0.0,0.0,201.0,143.0,53.0,201.0,145.0,53.0,201.0,147.0,53.0,0.0,21.0,20.0,20.5,0.0,31.99999809,334.7162,163.9873,87.7044,83.0245
2022-04-28 00:01:00,26.20000076,50.09999847,551.0,5.528114319,23.02000008,27.60000038,0.0,0.0,0.0,0.0,201.0,3599.0,0.0,0.0,0.0,0.0,0.0,0.0,201.0,92.0,53.0,201.0,94.0,53.0,201.0,96.0,53.0,0.0,21.0,20.0,20.5,0.0,31.49999619,334.7162,163.9873,87.7044,83.0245
2022-04-28 00:02:00,26.10000038,50.29999924,554.0,5.529574973,22.91999969,27.60000038,0.0,0.0,0.0,0.0,201.0,3599.0,0.0,0.0,0.0,0.0,0.0,0.0,201.0,28.0,53.0,201.0,30.0,53.0,201.0,32.0,53.0,0.0,21.0,20.0,20.5,0.0,31.00000381,0.0,0.0,0.0,0.0
2022-04-28 00:03:00,26.00000057,50.41999855,554.0,5.52938279,22.87999954,27.60000038,0.0,0.0,0.0,0.0,201.0,3540.0,0.0,0.0,0.0,0.0,0.0,0.0,201.0,160.0,0.0,201.0,162.0,0.0,201.0,164.0,0.0,0.0,21.0,20.0,20.5,0.0,30.75000286,0.0,0.0,0.0,0.0
2022-04-28 00:04:00,25.90000076,51.27599899200001,554.0,5.529190607,22.79999924,27.66000061,0.0,0.0,0.0,0.0,201.0,3599.0,0.0,0.0,0.0,0.0,0.0,0.0,201.0,97.0,0.0,201.0,99.0,0.0,201.0,101.0,0.0,0.0,21.0,20.0,20.5,0.0,30.50000191,0.0,0.0,0.0,0.0
2022-04-28 00:05:00,25.50000038,52.131999434,551.0,5.528998424,22.77999916,27.75999985,0.0,0.0,0.0,0.0,201.0,3598.0,0.0,0.0,0.0,0.0,0.0,0.0,201.0,23.0,0.0,201.0,25.0,0.0,201.0,27.0,0.0,0.0,21.0,20.0,20.5,0.0,29.00000095666667,0.0,0.0,0.0,0.0
2022-04-28 00:06:00,25.1,52.987999876,548.0,5.528806241,22.77999916,27.81999931,0.0,0.0,0.0,0.0,201.0,3599.0,0.0,0.0,0.0,0.0,0.0,0.0,201.0,152.0,0.0,201.0,155.0,0.0,201.0,157.0,0.0,0.0,21.0,20.0,20.5,0.0,27.50000000333333,0.0,0.0,0.0,0.0
2022-04-28 00:07:00,24.69999962,53.844000318,551.0,5.528614058,22.77999916,27.89999924,0.0,0.0,0.0,0.0,201.0,3599.0,0.0,0.0,0.0,0.0,0.0,0.0,201.0,89.0,0.0,201.0,92.0,0.0,201.0,93.0,0.0,0.0,21.0,20.0,20.5,0.0,25.99999905,0.0,0.0,0.0,0.0
2022-04-28 00:08:00,24.29999924,54.70000076,554.0,5.528421875,22.85999947,27.91999931,0.0,0.0,0.0,0.0,201.0,3542.0,0.0,0.0,0.0,0.0,0.0,0.0,201.0,38.0,0.0,201.0,41.0,0.0,201.0,43.0,0.0,0.0,21.0,20.0,20.5,0.0,24.49999809666667,0.0,0.0,0.0,0.0
2022-04-28 00:09:00,24.10000038,55.10000069666667,554.0,5.528229692,22.83999939,27.91999969,0.0,0.0,0.0,0.0,201.0,3540.0,0.0,0.0,0.0,0.0,0.0,0.0,201.0,156.0,0.0,201.0,158.0,0.0,201.0,160.0,0.0,0.0,21.0,20.0,20.5,0.0,22.99999714333334,0.0,0.0,0.0,0.0
2022-04-28 00:10:00,24.0,55.50000063333334,551.0,5.541952133,22.87999954,27.91999969,0.0,0.0,0.0,0.0,201.0,3599.0,0.0,0.0,0.0,0.0,0.0,0.0,201.0,78.0,0.0,201.0,80.0,0.0,201.0,82.0,0.0,0.0,21.0,20.0,20.5,0.0,21.49999619,0.0,0.0,0.0,0.0
2022-04-28 00:11:00,23.89999962,55.90000057,547.0,5.543682098,22.83999939,27.95999985,0.0,0.0,0.0,0.0,201.0,3598.0,0.0,0.0,0.0,0.0,0.0,0.0,201.0,27.0,0.0,201.0,29.0,0.0,201.0,31.0,0.0,0.0,21.0,20.0,20.5,0.0,20.50000191,0.0,0.0,0.0,0.0
2022-04-28 00:12:00,23.79999924,56.30000050666667,551.0,5.547141552,22.79999924,28.0,0.0,0.0,0.0,0.0,201.0,3546.0,0.0,0.0,0.0,0.0,0.0,0.0,201.0,160.0,0.0,201.0,162.0,0.0,201.0,164.0,0.0,0.0,21.0,20.0,20.5,0.0,20.0,0.0,0.0,0.0,0.0
2022-04-28 00:13:00,23.79999924,56.70000044333334,549.0,5.547005495,22.85999947,28.08000031,0.0,0.0,0.0,0.0,201.0,3546.0,0.0,0.0,0.0,0.0,0.0,0.0,201.0,98.0,0.0,201.0,100.0,0.0,201.0,102.0,0.0,0.0,21.0,20.0,20.5,0.0,19.49999809,0.0,0.0,0.0,0.0
2022-04-28 00:14:00,23.60000038,57.10000038,551.0,5.543682098,22.81999931,28.12000046,0.0,0.0,0.0,0.0,201.0,3545.0,0.0,0.0,0.0,0.0,0.0,0.0,201.0,36.0,0.0,201.0,38.0,0.0,201.0,40.0,0.0,0.0,21.0,20.0,20.5,0.0,18.99999619,0.0,0.0,0.0,0.0
2022-04-28 00:15:00,23.5,57.50000031666666,551.0,5.543682098,22.76000023,28.12000046,0.0,0.0,0.0,0.0,201.0,3599.0,0.0,0.0,0.0,0.0,0.0,0.0,201.0,138.0,0.0,201.0,140.0,0.0,201.0,142.0,0.0,0.0,21.0,20.0,20.5,0.0,18.99999619,0.0,0.0,0.0,0.0
2022-04-28 00:16:00,23.39999962,57.90000025333333,545.0,5.547141552,22.70000076,28.18000069,0.0,0.0,0.0,0.0,201.0,3599.0,0.0,0.0,0.0,0.0,0.0,0.0,201.0,87.0,0.0,201.0,89.0,0.0,201.0,91.0,0.0,0.0,21.0,20.0,20.5,0.0,18.00000191,0.0,0.0,0.0,0.0
2022-04-28 00:17:00,23.39999962,58.30000019,553.0,5.547141552,22.72000008,28.20000076,0.0,0.0,0.0,0.0,201.0,3548.0,0.0,0.0,0.0,0.0,0.0,0.0,201.0,38.0,0.0,201.0,40.0,0.0,201.0,42.0,0.0,0.0,21.0,20.0,20.5,0.0,17.5,0.0,0.0,0.0,0.0
2022-04-28 00:18:00,23.29999924,58.70000012666667,553.0,5.545411587,22.66000023,28.22000084,0.0,0.0,0.0,0.0,201.0,3548.0,0.0,0.0,0.0,0.0,0.0,0.0,201.0,158.0,0.0,201.0,160.0,0.0,201.0,161.0,0.0,0.0,21.0,20.0,20.5,0.0,16.99999809,0.0,0.0,0.0,0.0
2022-04-28 00:19:00,23.20000076,59.10000006333333,550.0,5.54887104,22.62000008,28.27999992,0.0,0.0,0.0,0.0,201.0,3547.0,0.0,0.0,0.0,0.0,0.0,0.0,201.0,96.0,0.0,201.0,98.0,0.0,201.0,100.0,0.0,0.0,21.0,20.0,20.5,0.0,16.49999619,0.0,0.0,0.0,0.0
2022-04-28 00:20:00,23.10000038,59.5,553.0,5.545411587,22.52000008,28.35999947,0.0,0.0,0.0,0.0,201.0,3598.0,0.0,0.0,0.0,0.0,0.0,0.0,201.0,21.0,0.0,201.0,23.0,0.0,201.0,25.0,0.0,0.0,21.0,20.0,20.5,0.0,16.49999619,0.0,0.0,0.0,0.0
